v_id,lon,lat,color
22014,-73.86413962,42.59369181,ko
2308,-76.405813,42.47221336,ko
23746,-93.46450128,47.23402782,ro
2301,-73.79425226,41.37006832,ko
4724,-96.85175127,46.84840136,ko
4727,-99.76468609,46.853377,ko
4726,-98.70013864,46.35652855,ko
2305,-73.9472975,41.26436781,ro
2304,-73.84177282,41.59721028,ko
2307,-76.15181441,42.59505673,ko
2306,-117.6394561,34.12024693,ro
16066,-89.65805004,40.81371844,ko
19707,-123.5193323,46.96213991,ko
19700,-123.0460575,47.03520017,ko
19701,-123.0487355,47.03623706,ro
16062,-88.65950468,41.26240662,ko
11280,-89.1540459,30.36801041,ko
11285,-92.19956383,46.75110845,ko
11284,-92.15382155,46.73579461,ko
11287,-79.26754673,43.73013733,ko
11286,-92.15972973,46.73707926,ko
26046,-91.82746613,46.10021248,ro
22415,-123.5506398,48.45360446,ko
17626,-110.8106027,54.58625829,ko
28250,-104.8099006,40.72428762,ko
3740,-91.7812116,42.10007506,ko
3741,-94.79468186,39.84404873,ro
4620,-114.1607386,51.01031924,ro
4621,-73.89566384,45.28543904,ro
4622,-77.03482501,40.09927047,ko
4623,-78.24269395,40.22712061,ko
4624,-77.88589163,40.19392494,ko
4625,-77.66191388,40.10947422,ko
12873,-94.75528547,38.77529892,ro
4628,-77.17092953,40.42913906,ro
4629,-96.77766214,46.84684712,ko
28187,-104.8039419,21.84267856,ko
11750,-90.0438414,29.99195752,ko
11759,-87.92275754,41.92287781,ko
19560,-81.57303896,28.3004632,ro
19561,-100.8810311,46.84335286,ko
19562,-100.891835,46.84320036,ko
19563,-100.8860152,46.85047158,ko
19564,-100.8875681,46.85046611,ko
19565,-100.8940591,46.8502533,ko
19566,-100.894955,46.84637529,ko
28709,-81.15107638,28.56795967,ko
19569,-95.23045088,29.75842101,ro
1310,-102.7504813,46.83861192,ko
20886,-115.1756013,47.56807028,ko
20885,-115.1721712,47.5673004,ko
20884,-115.1993287,47.57869908,ko
20735,-98.07543973,19.39852727,ko
20882,-78.82789121,36.05138969,ko
20737,-98.06481302,19.39312391,ko
20736,-98.06511881,19.39328262,ko
20739,-95.71933634,29.67043118,ko
20738,-98.0805012,19.39874241,ko
11011,-81.99960392,28.03186131,ko
13289,-90.18319619,38.63742339,ko
13288,-81.16772891,46.48215445,ko
177,-87.97754313,41.99606397,ko
175,-122.1378522,37.49287234,ko
174,-79.31701043,43.7209698,ro
173,-79.17556582,43.80894507,ro
172,-123.4585642,48.49068653,ko
171,-93.22740136,35.31131502,ko
170,-79.34938744,43.65272914,ko
8615,-101.6863924,44.08325822,ro
1111,-77.14525515,39.0316527,ro
18242,-79.18413889,41.85618601,ro
14167,-96.3001776,19.10514793,ro
22997,-93.92372958,41.50711499,ro
14166,-74.25683507,41.16518063,ko
21282,-99.18114538,19.63706006,ro
21931,-90.46223584,29.9933298,ko
21932,-90.45827957,29.97682351,ko
21933,-90.40702889,30.07690982,ko
21934,-90.4023404,30.08236876,ko
21935,-90.22847417,30.0285123,ko
21284,-80.90999227,35.4266629,ko
21937,-90.20870234,29.97435458,ko
21938,-90.23405478,29.97504131,ko
21939,-90.15226209,29.96955436,ko
21288,-83.25128595,36.30883437,ko
14164,-97.28177033,41.43548649,ko
202,-84.43728115,39.24389581,ko
20089,-76.30580377,36.76604388,ro
20088,-76.25267632,36.79113292,ko
20085,-97.62042804,25.82265092,ko
20084,-97.63905829,25.82176646,ko
20083,-78.21442542,45.46525129,ko
20082,-82.10273542,41.42432052,ko
10392,-104.8738779,38.84467172,ko
10394,-100.1416578,19.28325558,ro
205,-122.2861911,37.45715223,ko
1113,-112.0074873,41.27424006,ko
7219,-92.87055317,34.29805356,ko
16931,-83.41285556,47.84349642,ko
7210,-88.22613004,41.81354223,ro
7211,-80.65304605,43.39257302,ko
7213,-92.42635318,34.34634348,ko
7214,-92.58941878,33.29695325,ko
7215,-92.87692848,34.43520503,ko
16938,-86.84698868,21.06745952,ko
7217,-92.68738318,32.57705475,ko
6216,-82.50027997,36.43404089,ko
6214,-83.66451866,36.7976653,ko
6213,-83.71712721,36.79706366,ko
6212,-83.04325345,36.78388194,ro
12220,-99.68474719,34.25225286,ko
6210,-81.42056998,38.20488105,ko
16257,-101.1036846,23.09841211,ko
204,-84.32573624,39.27529317,ro
12228,-94.03834511,44.18378267,ko
6218,-82.81261558,36.88152915,ro
15708,-104.6908086,38.41931041,ro
6818,-83.57096635,32.58242785,ko
2303,-73.79837998,41.28865901,ko
15878,-81.29714982,39.36315233,ko
15879,-81.44362821,39.38613268,ko
15876,-81.41861211,39.43144794,ko
15701,-105.0683519,39.02473156,ko
6813,-83.5934285,32.58479413,ko
6812,-83.55933399,30.1187528,ko
6815,-83.70314437,32.60301289,ko
6814,-82.40653447,32.23189161,ro
15706,-104.6407666,38.31785999,ko
15707,-104.69084,38.3456143,ro
9757,-76.99195083,41.16861802,ro
29373,-94.27502769,45.54347338,ko
9755,-76.24538409,40.77743968,ko
9754,-76.50692606,41.00232754,ko
9753,-97.27702332,48.58515961,ro
9752,-101.7592446,35.25043978,ko
9751,-101.8042059,35.21447806,ko
29375,-89.75585917,36.21883859,ko
29378,-80.3758154,26.69598156,ko
29379,-94.34883196,41.11542368,ko
19854,-121.9369208,37.74284672,ko
16707,-81.90051733,27.89719105,ro
9758,-93.21918191,44.69238901,ko
24146,-84.47271563,42.41678959,ko
24147,-84.47267709,42.41621116,ko
21424,-73.16028192,45.99195371,ko
21425,-73.15948682,45.9961426,ko
21422,-73.15210186,45.97568799,ko
24143,-84.43875886,42.32675728,ro
21420,-73.18181041,45.8951007,ko
21421,-73.15236453,45.97243282,ko
13083,-122.3698438,47.08945116,ro
21428,-73.15172529,45.97238662,ko
24149,-84.60914331,42.25525848,ko
206,-71.31443469,46.85850511,ro
8840,-97.03395985,32.75749632,ko
8841,-97.03490342,32.6905936,ko
14603,-105.095056,40.45943744,ko
8844,-83.25643809,31.66499725,ro
8845,-83.1808125,31.53666395,ro
8846,-83.25175509,31.60989733,ro
8847,-83.48511682,31.47565559,ko
30628,-94.97899729,33.01102092,ko
30629,-112.1993532,33.00598633,ko
11849,-112.2124143,33.54125061,ko
30623,-61.05778818,45.67072937,ko
30620,-75.38849598,40.68137636,ko
18829,-91.9366789,38.34102496,ko
30626,-84.71591807,39.15830295,ko
30624,-60.35958972,45.94524548,ko
30625,-60.28493604,45.98657639,ko
18530,-82.77612693,36.95884699,ro
209,-115.312923,36.08646787,ko
18531,-82.14413123,38.40592988,ko
26816,-101.6366718,36.76232209,ko
26814,-101.4745142,36.70425305,ko
26815,-101.6370882,36.64616591,ko
7665,-97.01673107,35.71055524,ko
7664,-96.223839,36.159998,ko
7667,-96.07033781,36.05472724,ko
7666,-99.39863852,35.38833466,ko
11844,-80.04101466,32.8667456,ko
11843,-80.0376095,32.86928693,ko
25241,-80.92551175,46.55171179,ko
11842,-114.0027262,51.0092475,ro
24459,-86.19333274,42.90993528,ko
1768,-81.32888616,28.84341825,ko
1769,-81.19469289,28.59090215,ko
18820,-92.05150587,38.03035999,ko
1762,-81.33707249,28.71813297,ro
1763,-81.41193193,28.65582488,ko
1760,-81.28526615,28.68472376,ko
1761,-81.2600404,28.59550244,ko
1766,-81.34619068,28.7611947,ro
1767,-81.76485639,29.72305606,ro
1764,-81.35914586,28.67528769,ko
1765,-81.36903236,28.7327599,ko
29596,-114.7097238,32.72000336,ko
29597,-80.76923228,41.90696493,ko
29594,-81.41640278,40.72050519,ko
29595,-114.7133182,32.73651831,ko
29592,-119.5202031,39.56345777,ko
29590,-80.81966815,39.84173865,ro
29599,-123.0163171,43.99687264,ko
14344,-92.79141902,45.03293243,ko
24555,-89.10388953,30.42717983,ko
24554,-80.88871577,28.55041169,ko
24557,-92.19644464,46.75221159,ko
24558,-79.66044012,43.58705276,ko
14479,-101.3176313,24.5234285,ko
693,-122.7039454,47.53181158,ko
690,-75.29934213,40.10391573,ro
691,-75.31001336,40.17154427,ro
28429,-96.1986509,41.16911948,ko
697,-123.0168722,49.26670557,ko
28359,-103.3362653,34.51593964,ko
695,-123.8514797,46.97946259,ko
28357,-103.3254049,34.39324602,ro
28356,-103.3377679,34.82212441,ko
698,-112.0028871,41.20937021,ko
14472,-104.6741199,40.41598961,ko
11115,-89.75936001,31.88058408,ko
28352,-118.8261799,34.94129097,ro
28423,-104.8131774,40.60730864,ko
28422,-80.24924032,27.34670235,ko
8710,-111.6381427,32.67405685,ko
8711,-111.7750272,32.8854743,ko
8712,-111.9951303,32.96032304,ro
8713,-83.18291284,30.37149613,ro
8715,-83.60377934,30.161574,ko
30332,-82.6537135,28.18632135,ro
30227,-122.506153,38.08350423,ro
30339,-106.4918231,31.31025942,ko
13841,-81.69294677,35.72013304,ko
13840,-70.78723087,43.09480933,ko
13843,-81.7473789,35.72882344,ko
15163,-82.23722047,33.52287957,ro
13527,-75.41753309,40.11586944,ko
13848,-82.7645067,28.06895604,ko
30223,-79.59996287,43.56997602,ko
30945,-72.56252737,42.62419601,ko
11763,-83.12166087,42.26160719,ko
30593,-122.2394387,47.33653095,ko
14524,-82.06519488,39.02324215,ko
7113,-107.7789781,32.30289905,ko
5618,-80.47616,43.38703136,ro
5619,-122.8365588,45.5027481,ko
19104,-117.31378,33.13549681,ko
5613,-74.83516035,44.91980902,ro
5610,-70.55336701,43.6633215,ro
5611,-70.43237395,43.64421623,ko
10250,-90.97623752,30.37166348,ko
5617,-98.26235783,40.91206621,ro
11764,-83.1690117,42.29249115,ro
29196,-80.43222182,40.62186252,ko
19578,-80.14958824,26.538934,ko
19108,-121.0343593,38.21738922,ko
5714,-76.43104813,41.75940141,ro
16501,-104.2636277,38.22817827,ko
7114,-110.7218923,32.03510484,ko
17032,-97.0180376,31.89736878,ko
23266,-76.41310744,43.50620538,ro
23267,-76.40981395,43.50934961,ro
23264,-76.4010127,43.46379812,ro
23265,-76.40951957,43.50432557,ro
23262,-122.8402109,49.17217937,ro
23263,-114.7025218,42.0152702,ko
23260,-122.8402094,49.17273062,ro
23261,-122.8405237,49.17210308,ko
11560,-122.1721516,37.13082653,ro
11564,-92.42875892,35.06807534,ko
23268,-76.45223105,43.37759581,ko
23269,-76.43965975,43.37786351,ro
5608,-76.76876227,35.85103362,ko
29199,-75.58281105,40.22073429,ko
19195,-96.55517577,32.83181307,ko
23753,-86.2369737,43.25753811,ro
22247,-78.49340163,42.50707447,ko
22246,-78.4934054,42.50700719,ko
22244,-78.48818951,42.50709699,ko
22242,-97.42343693,35.18598247,ko
22241,-78.00557412,42.7074796,ko
19194,-82.4076548,27.92208589,ro
9527,-93.52105367,44.752582,ko
25738,-75.27675873,40.73351662,ro
25739,-75.27729781,40.70907177,ko
25736,-78.27170335,44.25674158,ko
10707,-78.61509641,36.29678422,ko
25734,-77.01595721,44.25682258,ro
25735,-83.05789098,42.25268762,ko
25044,-96.58216251,43.60182218,ko
25045,-96.59715853,43.59479067,ko
25730,-80.19237868,43.00916272,ko
25047,-78.59897398,35.76269968,ko
10705,-75.45357546,42.41343216,ko
9251,-79.02784667,43.08371728,ko
6779,-87.10224674,31.08732137,ko
27396,-80.35850197,26.03653545,ro
6775,-102.6619087,45.52997326,ro
27395,-80.29769213,26.17925593,ko
6770,-83.98945627,34.04831312,ko
6771,-84.17799997,33.9407346,ko
27390,-102.0106985,19.86136813,ro
27391,-103.222112,20.47701207,ko
9964,-80.92081718,33.88868551,ro
9965,-80.86387137,32.69746098,ko
9966,-81.15611634,34.00402181,ko
9967,-81.64905947,34.25231962,ko
9960,-81.01809779,33.87586106,ro
9961,-81.33094584,34.26710771,ro
9962,-81.31578933,34.28924721,ro
9963,-81.20934146,34.05304136,ko
21619,-97.55526892,46.9331589,ko
9968,-81.69772029,33.87217613,ko
9969,-81.58894163,34.24687188,ro
24886,-61.08159669,45.96354516,ko
3951,-89.93512009,34.33203797,ro
19919,-79.53044644,43.06928347,ko
16231,-81.66288284,27.90289251,ko
19913,-81.55721182,28.26313728,ko
16232,-81.2424579,28.05736661,ro
16235,-101.6791594,21.07240697,ko
19914,-81.52505204,28.26905631,ko
16725,-97.71930087,20.98289855,ko
16724,-81.80614562,28.05264156,ko
24888,-61.00495943,45.99831386,ko
12032,-77.81996579,37.58711863,ko
12031,-85.75766227,43.0162899,ko
12030,-85.67415115,42.91184062,ko
12037,-96.56434321,34.62451952,ko
12036,-96.635557,34.65501776,ko
12035,-96.60036997,34.61057232,ko
9508,-77.36551146,35.62582366,ko
9509,-121.249181,44.00824128,ko
9503,-122.9468882,44.76972338,ko
9500,-123.3594378,43.41586544,ro
9501,-124.0829267,43.74300575,ko
9506,-77.76335418,35.74943563,ro
9507,-77.71045738,35.7060931,ro
9504,-123.0478968,44.2477115,ko
9505,-77.76225451,35.74765401,ro
21639,-95.60173375,30.1178732,ko
4667,-98.68084545,47.02859419,ko
23345,-83.01092939,42.77934581,ro
3689,-107.5917773,40.47227812,ro
23344,-83.00820112,42.77826178,ro
3681,-77.2607443,38.69494378,ko
3680,-77.24787286,38.73014889,ro
3686,-82.64814982,39.99124843,ko
26049,-91.82935438,46.1062864,ko
26048,-91.82661048,46.10430031,ko
28875,-114.9782628,41.1124416,ko
2518,-118.4653892,37.34972995,ko
2519,-118.5572887,37.43783213,ko
26041,-82.25316928,34.90077143,ko
2515,-85.99019904,41.65897603,ko
2516,-86.70804568,41.63785052,ko
2517,-87.29700121,41.59377194,ro
2511,-85.91475296,41.7136047,ko
26047,-91.8271792,46.10134888,ro
2513,-85.71526533,41.62988466,ko
19095,-82.37059543,27.90687585,ro
23343,-83.01078862,42.76097392,ro
28871,-95.59503037,39.10775175,ko
3531,-111.5962811,42.71043334,ro
3530,-81.63227085,29.72952379,ko
22810,-106.4142643,42.83475322,ko
22811,-106.4918053,42.8375267,ko
22816,-78.71765122,35.9162625,ko
3534,-81.49981368,31.81223936,ko
3537,-80.40875462,26.03482356,ro
22815,-78.65425351,35.90973867,ko
3539,-80.35900701,26.03446621,ro
5055,-81.61197146,30.1855226,ko
5056,-66.1131394,45.25408866,ko
22819,-114.9040746,42.83926787,ro
5050,-94.06142717,46.460671,ro
5051,-94.0664845,46.45208277,ko
5052,-81.51856884,30.15855354,ko
5053,-66.13676955,45.23471735,ko
23349,-83.43932256,42.98661378,ro
22291,-78.70011368,42.90951202,ko
10761,-74.69791493,45.58142195,ko
10762,-104.8134407,38.91904479,ko
18585,-85.86972687,36.92692296,ko
28878,-97.6755804,35.46855182,ko
11480,-82.46143111,42.97553069,ko
18893,-82.98893288,38.86416997,ro
18892,-82.8120679,38.72300496,ko
18549,-82.05086688,38.94482999,ro
18548,-82.03166189,38.94775,ko
4166,-79.05692161,35.89211886,ko
18545,-82.0511079,38.90894399,ro
18544,-82.09759688,38.87882201,ko
18547,-82.05094189,38.92755099,ro
18546,-82.01958691,38.82422902,ko
18540,-81.68713192,37.37102398,ko
14869,-109.6206161,30.52094395,ko
21759,-94.14055145,56.49188741,ko
13070,-53.09656307,47.4490143,ko
13071,-92.662763,40.70790925,ko
13073,-114.2166765,48.21660644,ko
13074,-84.29023358,37.58197415,ko
30439,-117.2865281,46.86336549,ko
13077,-87.9949104,45.17671116,ko
13078,-91.60198577,48.82777491,ko
30436,-117.8528661,48.35822301,ko
30435,-117.8965201,48.51135529,ko
30434,-119.0976975,35.38611394,ro
30433,-93.47649316,37.15889122,ro
30432,-119.095544,35.37666733,ko
30431,-123.037174,46.11274024,ko
30430,-119.5008913,34.43516527,ko
18587,-85.89203887,36.97202199,ko
29319,-109.6319233,30.48662198,ko
18769,-84.12130574,43.0111859,ko
18768,-82.51557562,42.77599172,ko
18098,-85.10723093,32.64413099,ro
11776,-88.56853746,39.14444326,ko
18761,-86.05485294,42.85297098,ko
18092,-85.20834494,31.623054,ko
