l_id,v_id_1,v_id_2,voltage,cables,length_m
35412,12648,12649,nan,3.0,4548.740971
35413,336,12650,500000.0,3.0,48462.96599
35411,1288,12648,230000.0,3.0,81109.77782
35418,6875,12667,nan,3.0,27742.27694
35419,6875,12668,nan,3.0,482.7470355
21485,16504,17761,230000.0,3.0,5717.222664
21486,14531,17761,230000.0,3.0,5745.450687
36264,18018,13646,nan,3.0,36935.0586
36265,7125,13646,nan,3.0,60804.88302
36266,5113,13647,nan,3.0,51801.36376
36267,10420,13647,nan,3.0,21983.32779
25462,646,19393,230000.0,3.0,100.9682145
25463,646,19394,230000.0,12.0,6945.327876
25460,441,19392,230000.0,9.0,16589.65279
25461,592,19392,230000.0,3.0,6250.244209
4471,2355,29551,500000.0,2.0,6809.285276
4470,5435,29550,345000.0,3.0,27458.17454
4473,1898,29551,230000.0,18.0,14474.59565
4472,28450,29551,230000.0,3.0,7593.718683
36268,28446,13648,nan,3.0,61704.25396
4474,20834,29551,230000.0,3.0,15878.77303
4477,20834,29553,nan,3.0,722.5330503
4476,1898,29553,230000.0,3.0,24714.03264
5344,12204,28422,230000.0,24.0,4.91011406
41253,277,1798,nan,18.0,10206.15151
1027,28564,30077,230000.0,18.0,5600.171049
41254,341,1798,220000.0,13.0,5463.282516
5340,12651,28417,230000.0,3.0,2653.633489
5341,1228,28420,500000.0,18.0,78575.77443
21354,14141,19182,nan,3.0,5086.553357
1029,23616,30078,230000.0,3.0,19484.86976
18871,12403,25039,nan,3.0,6421.591079
18873,12407,25039,nan,3.0,7180.09008
18872,12406,25039,nan,3.0,3215.133479
33010,4918,9587,230000.0,3.0,22137.55454
33011,4706,9588,230000.0,3.0,48929.7706
33012,9587,9589,230000.0,3.0,3543.970937
33013,9589,9590,230000.0,3.0,4552.502465
33018,9602,9603,230000.0,3.0,19009.47792
33019,9603,9604,230000.0,3.0,37816.9499
40610,1139,1155,500000.0,9.0,26308.40698
40611,1518,1155,500000.0,3.0,12997.10424
40612,1159,1157,230000.0,30.0,9923.524027
40613,1152,1157,230000.0,12.0,16174.82323
40616,1382,1157,230000.0,15.0,79.75733257
40618,1158,1159,230000.0,24.0,5059.406944
577,25777,29887,nan,3.0,62714.3649
18295,11802,24790,nan,3.0,13064.87658
18297,24791,24792,nan,3.0,136.9356888
18296,3099,24791,nan,6.0,838.4275639
18299,3099,24792,500000.0,3.0,997.2873338
18298,25111,24792,500000.0,6.0,17927.74408
10664,3441,21391,345000.0,3.0,15840.49474
14738,23159,23188,345000.0,6.0,2076.481745
14739,8542,23189,345000.0,12.0,37153.18021
10665,4213,21392,nan,3.0,1258.010401
14730,8467,23183,345000.0,3.0,115198.0936
14731,8525,23183,345000.0,9.0,15506.58441
14736,23186,23187,345000.0,3.0,556.1483472
14737,8527,23188,345000.0,3.0,519.2906101
14734,23185,23186,345000.0,3.0,516.6569324
14735,23185,23187,345000.0,3.0,575.1210996
38798,14302,16208,230000.0,3.0,17539.86269
38799,4440,16208,230000.0,3.0,28327.28869
38792,16203,16202,nan,3.0,13311.77732
38793,8693,16202,nan,3.0,29270.66174
38791,16201,16202,nan,3.0,12314.67279
13962,7524,22829,345000.0,3.0,3120.103257
13963,22828,22829,345000.0,3.0,355.0231549
13960,22827,22828,345000.0,3.0,14956.45608
13961,4341,22829,345000.0,6.0,22016.5199
13966,3644,18724,345000.0,3.0,19480.35546
13964,2489,18724,345000.0,3.0,33824.44354
13965,2460,18724,345000.0,3.0,9829.179879
18123,11588,24720,nan,3.0,14802.418
4862,4402,28139,nan,3.0,6655.497672
5557,5949,28480,nan,6.0,3499.470084
5551,4192,28478,nan,3.0,1758.050356
18126,24720,24722,nan,3.0,69.00873301
18125,6018,24721,nan,6.0,20399.96113
5552,4202,28478,nan,3.0,4428.795593
18129,7141,24723,nan,3.0,45843.06355
18128,6016,24722,nan,6.0,15495.1277
5559,29618,28480,nan,9.0,5627.053685
38240,7045,15666,nan,3.0,17557.56524
38244,1848,15670,nan,3.0,24733.38271
38246,22614,473,230000.0,12.0,2929.915072
38247,15620,15673,nan,3.0,3371.790098
38248,22031,15674,nan,3.0,20942.62779
38249,7863,15674,nan,3.0,22095.60389
2010,28647,30487,345000.0,6.0,329.8177259
30099,3174,6629,500000.0,3.0,64729.26177
2013,30044,30489,nan,3.0,2773.259546
30095,3317,6613,500000.0,3.0,13806.13206
30097,19672,6627,345000.0,3.0,88497.32422
30096,1889,6613,500000.0,3.0,137996.3305
30091,6624,6625,nan,12.0,129.7658632
18480,11925,24862,nan,3.0,784.4370548
31328,7529,7880,500000.0,6.0,3510.230435
31324,6528,7879,500000.0,6.0,27672.31454
31325,7529,7879,500000.0,6.0,3235.131251
31320,30435,7876,nan,3.0,42070.22206
14103,7734,22892,nan,6.0,7960.292875
31322,7877,7878,230000.0,6.0,3991.774198
31323,748,7878,230000.0,6.0,1703.751791
5883,21927,28565,500000.0,3.0,310.9499522
5881,30529,28564,230000.0,3.0,5598.973516
33484,641,10097,230000.0,3.0,15848.7008
5886,10250,28565,500000.0,6.0,16460.11463
5884,21928,28565,230000.0,6.0,146.816797
5889,21924,28566,500000.0,6.0,1862.545518
5888,5309,28566,500000.0,6.0,110.4378063
6554,8892,28778,230000.0,9.0,63264.87138
6555,22876,28778,230000.0,9.0,71282.0082
15067,23353,23354,345000.0,3.0,287.6332307
15066,8934,23354,345000.0,6.0,18727.19736
15061,7141,18765,nan,3.0,1330.762946
6551,21856,28776,345000.0,3.0,29461.84999
15063,7141,18766,345000.0,6.0,1222.809054
15062,7124,18766,345000.0,6.0,209.4332065
6558,23711,28778,230000.0,9.0,41422.27424
15068,8927,23355,345000.0,6.0,17363.80829
16015,9796,23755,230000.0,3.0,723.5455861
5875,15137,28563,138000.0,3.0,7697.558827
5878,21923,28563,230000.0,6.0,1256.917581
39117,4072,16548,230000.0,18.0,3615.281108
39115,4208,16548,230000.0,12.0,14844.93354
39119,16548,16549,230000.0,6.0,5246.64282
39118,4072,16549,230000.0,18.0,17423.02859
16604,12194,24039,nan,3.0,27934.05621
16600,6339,24038,230000.0,69.0,14853.40451
16601,6340,24038,230000.0,15.0,542.7286447
16603,7074,24039,230000.0,9.0,861.7064148
16608,8955,24042,nan,3.0,8487.97044
16609,11997,24042,nan,3.0,1461.912014
12770,18977,22331,345000.0,9.0,47951.51645
12771,8962,22331,345000.0,3.0,4622.658901
12772,28615,22331,345000.0,3.0,463.2472948
42448,2995,3000,230000.0,3.0,14279.75618
42447,1976,2995,230000.0,3.0,10966.59324
42444,186,2993,500000.0,3.0,17459.43061
42443,30047,2992,230000.0,3.0,29198.28644
12779,6465,18607,nan,3.0,64436.09151
42440,2990,2991,230000.0,3.0,4872.994721
8673,29246,18239,nan,3.0,28241.41263
15976,17832,23737,nan,3.0,40544.50559
21174,26150,26151,230000.0,3.0,36.59170292
21175,26150,26152,230000.0,3.0,49.71090051
21176,26151,26152,230000.0,3.0,38.56536797
21177,21523,26153,230000.0,3.0,723.1454296
21170,26147,26148,230000.0,3.0,132.4378055
21171,26147,26149,230000.0,3.0,105.6893079
21172,26148,26149,230000.0,3.0,55.08367814
21173,26151,26149,230000.0,3.0,25475.03652
21178,26152,26153,230000.0,3.0,36195.01561
21179,26153,26154,230000.0,3.0,49.60729181
41938,9244,2496,345000.0,3.0,5010.441983
41939,2655,2496,345000.0,9.0,35357.15496
41936,2465,2496,765000.0,3.0,57175.87418
41937,2494,2496,345000.0,6.0,34917.47307
41935,2489,2495,nan,3.0,4202.429658
10602,17880,21359,nan,3.0,1257.360166
10603,17880,21360,nan,3.0,1634.625875
10600,21352,21359,nan,3.0,30126.33505
10601,21360,21359,nan,3.0,2951.856054
10604,7586,18401,nan,3.0,24229.82304
10609,21384,21364,nan,3.0,27589.6823
11959,21975,21974,345000.0,3.0,1316.943195
11958,5383,21974,345000.0,3.0,9415.904514
11955,914,21971,230000.0,3.0,1252.890405
11957,5383,21973,345000.0,9.0,21773.84703
11956,7885,21971,138000.0,3.0,1443.833331
11951,27364,21969,230000.0,3.0,5916.32316
11950,21968,21969,230000.0,3.0,1350.217539
15526,9374,23562,345000.0,6.0,975.7177952
29553,5945,5947,230000.0,6.0,3039.987238
29551,5851,5946,230000.0,9.0,47376.29712
29556,944,5951,230000.0,6.0,2361.427232
29557,5947,5951,230000.0,6.0,2561.340447
29554,9424,5948,345000.0,3.0,29062.07621
29558,3327,5951,nan,3.0,2334.22362
29559,5949,5952,nan,3.0,584.038454
15416,23517,23518,230000.0,3.0,3363.13534
8398,8226,20337,nan,3.0,10334.36131
8394,2481,20334,345000.0,3.0,867.2201635
8397,2489,20337,nan,3.0,53.32134634
8390,2470,20332,345000.0,3.0,10361.62133
8391,2475,20333,345000.0,3.0,141.4503793
8392,20332,20333,345000.0,3.0,1585.617537
8393,2470,20333,345000.0,3.0,11961.27316
25556,1470,19445,230000.0,6.0,7686.448004
36315,25912,13703,230000.0,3.0,52.88806726
25554,14367,19443,nan,3.0,7834.674521
1366,26024,30214,nan,3.0,48925.97639
1365,30050,30214,nan,3.0,92465.60569
28209,4414,4416,nan,3.0,9189.321265
28208,4417,4415,nan,3.0,1301.871664
1360,25935,30210,nan,3.0,352.0075932
28205,4411,4414,230000.0,9.0,45241.4263
28204,4035,4413,230000.0,3.0,98733.04767
28207,4035,4411,230000.0,3.0,103949.0613
28206,28486,4414,400000.0,12.0,238521.7229
28201,13776,4409,230000.0,3.0,149140.7304
28200,4410,4409,nan,3.0,96458.61536
28203,4411,4413,230000.0,3.0,4456.740773
25553,19442,19443,230000.0,15.0,982.616456
25550,702,19440,nan,4.0,4972.783143
22469,2790,26787,nan,3.0,11.18599285
30684,7236,7238,230000.0,3.0,15102.24493
25551,19446,19441,230000.0,6.0,4886.468291
34906,11956,11959,230000.0,3.0,1342.32679
26379,1174,19822,230000.0,6.0,11269.60538
26378,1438,19821,230000.0,3.0,53.21120607
26377,1675,19821,230000.0,6.0,7121.158997
26376,1436,19820,nan,6.0,5488.823325
26375,1433,19820,nan,3.0,30.13130281
34904,14214,11954,230000.0,3.0,17798.93769
26373,19817,19818,230000.0,3.0,587.7847854
26372,1428,19818,230000.0,6.0,7981.556539
26371,19819,19817,230000.0,18.0,9754.903897
15442,23535,23531,345000.0,3.0,47306.32608
32528,14155,9050,nan,3.0,10326.61312
32526,9048,9049,345000.0,3.0,65669.85581
32525,23425,9048,345000.0,12.0,5366.303756
32524,25771,9048,nan,3.0,26327.68106
32523,3531,9047,nan,3.0,5447.272839
32522,9042,9046,nan,3.0,33596.68762
32521,3531,9045,nan,3.0,12636.44226
2442,30671,30672,nan,3.0,1527.77327
2443,26863,30672,nan,3.0,2882.715364
2441,15757,30671,nan,3.0,8183.128628
2444,28426,30672,nan,3.0,3.855089035
8095,27066,29387,nan,3.0,2022.409754
8160,4103,29415,400000.0,6.0,26067.4523
9630,29872,20897,230000.0,3.0,12501.78778
9631,322,20897,230000.0,3.0,14085.2931
9632,29479,20898,230000.0,3.0,27512.49086
9633,28090,20898,230000.0,3.0,89.83320078
9634,20899,20898,230000.0,3.0,41107.81818
9635,646,20899,230000.0,3.0,54.57069538
9636,19393,20899,230000.0,3.0,99.71782398
37009,4402,14390,230000.0,3.0,141369.4805
37001,986,14384,735000.0,6.0,15275.19432
15449,30480,23535,345000.0,3.0,61140.39184
3340,29129,31041,230000.0,3.0,1218.215764
30258,23863,6799,230000.0,60.0,14678.70856
30257,10069,6799,230000.0,3.0,82482.18261
30253,6795,6760,nan,3.0,24228.86888
30252,6760,6783,nan,3.0,23086.25136
30251,6793,6780,230000.0,3.0,71756.11156
4259,900,29498,230000.0,9.0,7539.150869
31128,7676,7682,120000.0,3.0,3534.82053
31129,446,7683,315000.0,3.0,14352.50461
31127,558,7678,315000.0,6.0,2846.902037
31124,3760,7674,345000.0,6.0,21214.85939
4255,27311,29497,138000.0,3.0,6987.060132
4256,30237,29497,230000.0,3.0,611.614756
31104,7320,7653,500000.0,6.0,2913.425176
29615,5477,6008,nan,6.0,21564.82869
29617,6012,6013,nan,3.0,2482.385416
29616,6011,6012,nan,3.0,2585.217506
29611,4889,6002,nan,3.0,2371.469943
29610,6000,6001,nan,3.0,12721.71781
29613,6003,6005,345000.0,9.0,9651.172156
29612,22480,6003,345000.0,18.0,8856.151475
25941,9055,19616,345000.0,3.0,9260.272566
25943,6504,19617,345000.0,6.0,26672.6934
25942,19615,19616,345000.0,3.0,825.4027553
25944,6520,19617,345000.0,6.0,4525.794331
23477,27252,27253,230000.0,3.0,350.2367995
3835,30394,31235,115000.0,12.0,176.4260433
3836,5976,31236,nan,3.0,15325.1464
3837,22298,31236,nan,3.0,1866.065426
23471,19938,19281,230000.0,3.0,26982.64171
23470,29670,19281,230000.0,9.0,55729.00068
3838,29889,31236,nan,3.0,122.666087
23479,27254,27255,230000.0,3.0,334.2882016
23478,27253,27254,230000.0,3.0,335.4616114
35335,25935,12546,nan,3.0,8277.227914
35333,110,111,345000.0,3.0,10070.52541
35331,3005,12545,500000.0,3.0,22173.9044
35330,29140,106,500000.0,3.0,91682.34909
35339,13369,12550,230000.0,3.0,6724.811193
35338,4564,12550,230000.0,3.0,73073.00081
32646,3510,9181,345000.0,15.0,119.7466794
32647,19940,9181,345000.0,3.0,245.6459846
32642,27522,9180,230000.0,3.0,5.22324183
32641,27523,9180,230000.0,12.0,3472.384497
6143,30926,28655,500000.0,3.0,39240.26994
6147,4595,28656,230000.0,6.0,3341.454386
6148,8676,28656,230000.0,6.0,4459.198164
38421,15824,15825,nan,3.0,4704.5751
38422,15825,15826,nan,3.0,238.1311731
38425,5862,15830,nan,6.0,2860.038572
38428,13941,15834,nan,3.0,14967.22845
38429,15627,15835,nan,3.0,14063.64994
10502,4133,21327,nan,3.0,1269.295099
29343,5727,5728,nan,3.0,519.4768633
29342,22094,5726,nan,3.0,19106.80072
29341,5719,5720,nan,3.0,3602.995772
33199,5762,9799,230000.0,3.0,88472.71036
33198,5732,9798,230000.0,3.0,13866.02979
33191,9786,9787,230000.0,6.0,15702.08837
33193,23757,9792,230000.0,7.0,103255.4219
33194,5050,9792,230000.0,3.0,106721.2817
33197,9799,9798,230000.0,3.0,39030.27758
33196,23750,9795,nan,3.0,551.1616927
36017,3436,13389,nan,18.0,346.2490086
36018,13356,13390,240000.0,3.0,58560.63732
39770,12233,17326,nan,3.0,1797.371568
39776,10124,17329,nan,3.0,7008.677784
39775,19669,606,nan,3.0,2787.929044
41770,2259,2340,230000.0,3.0,7758.043623
12955,16908,18636,nan,3.0,460.0044067
12956,11952,22403,400000.0,6.0,630.8296737
41773,4995,2341,345000.0,3.0,8990.645972
41774,1617,2343,nan,3.0,8770.881571
41775,20430,2344,nan,3.0,60397.6414
12952,16909,18633,nan,3.0,3978.620211
12953,18633,18634,nan,3.0,16936.553
12958,4240,22404,400000.0,6.0,744.2462771
12959,12705,22404,400000.0,12.0,147641.2069
7068,9855,28996,230000.0,3.0,3746.310203
7067,6707,28996,230000.0,3.0,59709.07433
7066,9852,28995,230000.0,3.0,722.9373074
7065,9846,28995,230000.0,3.0,3696.078522
7064,23772,28994,230000.0,3.0,3064.420933
7063,23771,28993,230000.0,3.0,17243.83195
7062,9833,28993,230000.0,6.0,4602.494102
7060,9830,28993,230000.0,3.0,8309.305823
18620,11327,24927,nan,3.0,14068.87348
18621,12091,24927,nan,3.0,71.26332845
18622,12092,24927,nan,3.0,1687.300197
18623,13091,19050,nan,3.0,43230.77388
18624,19049,19051,nan,3.0,675.2940567
18625,6600,19051,nan,3.0,15.20861912
33221,7703,9823,230000.0,3.0,6639.215685
18627,12096,24928,nan,3.0,338.9131253
18628,12098,24929,nan,3.0,11881.87912
18629,861,19052,345000.0,9.0,547.7926426
33229,9419,9836,230000.0,3.0,31476.08517
33228,9830,9832,230000.0,3.0,5113.16478
15450,9282,23535,345000.0,12.0,4962.917164
15451,1216,23536,345000.0,3.0,44353.24987
12480,5756,22203,nan,3.0,3865.330475
15453,23532,23536,345000.0,3.0,95430.18104
12486,17903,22206,nan,3.0,74.71707727
30753,6782,7296,nan,3.0,28538.34346
6969,30492,28941,345000.0,9.0,20444.90454
6968,8222,28940,230000.0,6.0,278.208803
12489,4391,22208,nan,3.0,67.4940946
8152,9356,29409,230000.0,3.0,3477.6238
30759,4985,7301,230000.0,3.0,33968.77778
40795,9861,1323,nan,3.0,1454.293492
40794,32,1323,nan,3.0,2570.887775
40797,223,1325,nan,6.0,1468.771672
40791,1299,1306,230000.0,18.0,2103.736521
40793,379,1323,nan,3.0,3022.158048
40792,19757,1306,230000.0,15.0,1522.603845
40799,1394,1326,500000.0,3.0,78276.97927
40798,718,1325,nan,3.0,5199.88599
40423,29502,968,230000.0,12.0,19730.9763
40422,441,968,500000.0,6.0,117627.3866
40427,27131,972,nan,3.0,227.2109592
40426,107,971,nan,3.0,6874.318797
40424,19393,968,230000.0,9.0,39908.59988
14505,21695,23081,345000.0,3.0,4760.263473
14504,23079,23080,345000.0,3.0,2154.088723
14507,23079,23081,345000.0,6.0,4528.002993
14500,23077,23078,345000.0,3.0,120.7776407
14503,23078,23080,345000.0,12.0,3571.210026
14509,8179,23082,nan,6.0,745.3006169
14508,7583,23082,nan,3.0,2539.408813
38165,4479,15609,nan,3.0,7355.257278
38164,13988,15609,nan,3.0,6982.989172
38166,28653,15612,230000.0,3.0,37585.82088
38161,29494,455,230000.0,6.0,5367.554398
11368,18445,18446,nan,3.0,4179.715174
11369,18475,18447,nan,3.0,65437.86714
11366,18434,18445,nan,3.0,31812.33176
11367,18446,18445,nan,3.0,12075.05871
19172,12629,25173,nan,3.0,1143.419588
19171,12628,25173,nan,3.0,1153.636161
19170,14109,25172,nan,3.0,5116.812023
19289,17747,25241,nan,3.0,10275.27073
19288,25240,25241,nan,3.0,87.97816377
16837,10631,24146,nan,3.0,17515.35528
16836,24144,24145,nan,3.0,2008.365096
16835,10262,24145,nan,3.0,1930.754958
16834,2643,24145,nan,3.0,296.6832217
7849,410,29309,345000.0,6.0,5298.042412
16832,10262,24143,nan,3.0,4792.297091
7840,391,29303,500000.0,3.0,13236.47063
16839,24146,24147,nan,3.0,62.86360264
7842,17143,29306,400000.0,3.0,73905.79406
12106,6210,18535,345000.0,3.0,44842.60256
12105,29037,18535,345000.0,3.0,54677.08989
12103,14125,18531,nan,3.0,2615.572814
12102,18565,18531,nan,3.0,32204.0583
12101,6282,18531,nan,3.0,31221.39832
9340,20777,20778,nan,3.0,916.3035379
9341,3369,20778,nan,3.0,614.2645427
9342,20780,20781,nan,3.0,49.17440994
9343,23129,20781,315000.0,6.0,73095.79711
9344,3366,20782,nan,3.0,257.9465351
9345,20779,20783,nan,3.0,33.86223397
9346,20780,20783,nan,3.0,33.0897666
9347,20772,20784,nan,3.0,59.47513879
9348,20781,20785,nan,3.0,33.73180202
9349,20783,20785,nan,3.0,48.80436079
21709,330,19198,345000.0,6.0,3656.785937
21708,19134,19198,345000.0,9.0,1771.624992
26959,2048,20098,230000.0,3.0,20843.5942
26958,3083,20098,230000.0,3.0,1211.435929
26957,1957,20097,230000.0,3.0,326.2238788
26956,20095,20096,nan,6.0,1510.384209
26951,2004,20093,230000.0,3.0,7444.124224
26950,2069,20092,nan,3.0,5761.912188
1976,23427,30473,345000.0,3.0,33172.34468
1975,9062,30473,345000.0,3.0,2414.072363
1971,9103,30471,345000.0,24.0,144.3581722
13276,20108,22506,nan,3.0,11671.16218
13277,16281,18691,nan,3.0,9434.06454
13274,6578,22506,nan,3.0,27.80239174
13275,6579,22506,nan,3.0,1392.556034
13272,5953,22505,nan,3.0,7916.793805
13273,6581,22505,nan,3.0,70.44070179
13271,18963,22505,nan,3.0,45659.89902
13278,10014,18691,nan,3.0,9783.081539
13279,10058,18692,230000.0,3.0,16611.95875
2846,30844,30845,230000.0,3.0,3219.59932
2847,30845,30846,230000.0,6.0,1590.890382
2845,13863,30844,nan,3.0,2986.23529
28502,4744,4760,345000.0,9.0,4622.020741
28500,4666,4744,345000.0,9.0,4054.543908
28501,4682,4760,345000.0,12.0,1861.273225
20076,30613,25646,nan,3.0,232.3873064
20077,25637,25647,nan,3.0,110.5773178
20074,25642,25645,nan,3.0,944.6772542
20075,25644,25645,nan,3.0,757.1800424
20072,25642,25643,nan,3.0,611.0491289
20073,25653,25644,nan,12.0,86.70861633
20070,25718,25641,nan,3.0,1935.736742
20071,13352,17843,nan,3.0,1813.838879
20078,25646,25647,nan,3.0,1021.328134
20079,25681,25647,nan,3.0,2522.970466
23671,16361,27340,230000.0,3.0,33115.84098
23670,21520,27340,230000.0,3.0,7804.264033
23673,21520,27341,230000.0,3.0,32812.38912
23672,16362,27341,230000.0,6.0,2159.241541
23674,27298,27341,230000.0,3.0,36848.46129
23677,16368,27343,230000.0,18.0,579.2902571
23678,16372,27343,230000.0,3.0,2046.767351
27703,3812,3813,nan,3.0,8415.0021
27702,2784,3812,230000.0,9.0,62442.48
27705,3812,3815,345000.0,6.0,23897.67529
27704,2784,3814,230000.0,6.0,11115.23816
27707,3671,3815,nan,15.0,33419.47321
27709,3815,3816,115000.0,3.0,12450.45081
27708,3813,3816,115000.0,3.0,3028.935258
30617,22632,7174,230000.0,3.0,1981.498798
15590,9457,23582,nan,3.0,1774.860052
30615,7156,7173,161000.0,3.0,5729.533841
35130,12262,12263,315000.0,12.0,468.6499539
35133,11926,12265,230000.0,3.0,5282.550422
35132,29078,12264,230000.0,6.0,67040.21002
35135,3680,12265,230000.0,3.0,4757.839596
35134,808,12265,230000.0,3.0,7475.600605
35139,12142,12272,nan,3.0,30577.24929
30613,7157,7169,nan,3.0,114.9762436
32480,9001,9010,nan,3.0,1229.788666
32481,7421,9012,230000.0,3.0,7302.408881
32482,1406,9006,nan,3.0,19739.29242
32483,9008,9015,230000.0,3.0,80476.41819
8454,2582,20366,345000.0,12.0,985.7569334
8453,29937,20365,nan,3.0,19707.28948
8452,29519,20365,nan,3.0,31306.50488
8451,2580,20365,nan,3.0,3037.67577
35688,154,158,nan,3.0,1406.106795
35684,184,156,230000.0,9.0,4248.717567
35683,19086,156,nan,3.0,4742.084642
35682,12209,156,230000.0,3.0,2720.096557
31566,8122,8123,nan,3.0,20507.22154
13853,22773,22774,345000.0,3.0,232.6272317
13851,2595,22773,345000.0,3.0,25326.49941
13857,5881,22777,230000.0,3.0,356.5146783
13855,22775,22776,345000.0,3.0,304.0685553
25639,19485,19486,345000.0,3.0,13240.12046
25638,19455,19484,345000.0,6.0,2839.159412
25637,19453,19484,345000.0,3.0,193.6645242
25634,19480,19481,345000.0,3.0,98.50361573
25633,740,19481,345000.0,3.0,561.0862484
25632,28906,19481,345000.0,6.0,33813.72999
25631,740,19480,345000.0,3.0,552.6058518
25630,738,19480,345000.0,6.0,23411.87056
35040,3671,12154,nan,3.0,9441.61588
14676,23157,23159,345000.0,3.0,512.1118002
36566,13971,13975,nan,3.0,3287.219178
36564,12476,13972,nan,3.0,945.8632608
36563,18687,13970,nan,3.0,36524.914
20915,19127,19154,345000.0,3.0,825.0516578
20911,3784,19151,500000.0,24.0,13515.04299
20910,3782,19151,500000.0,6.0,3689.024878
20912,238,19152,345000.0,3.0,615.9147094
18427,3278,24848,nan,3.0,3429.300606
33427,10029,10037,230000.0,3.0,17617.2886
33426,10038,10037,230000.0,3.0,2284.507437
33429,6677,10039,230000.0,3.0,19090.29668
33428,10038,10039,230000.0,3.0,6056.821213
18428,1560,24848,nan,3.0,1274.038523
15612,23590,23591,230000.0,6.0,1082.468626
30191,22555,6738,nan,3.0,267.1729207
30192,22556,6738,nan,6.0,3213.428471
30194,6715,6739,115000.0,3.0,53666.18467
15617,23592,23593,230000.0,20.0,24.66093764
15614,23589,23592,230000.0,8.0,32431.2607
15615,579,23593,230000.0,3.0,8618.112301
30198,6740,6741,nan,3.0,23945.12186
30199,6037,6744,230000.0,3.0,2716.728781
15618,9468,23594,230000.0,6.0,1774.304326
15619,1262,23594,230000.0,3.0,21876.70318
17475,11000,24438,nan,3.0,3691.427769
17476,11001,24438,nan,3.0,1187.094313
17477,7269,24439,nan,3.0,1392.661081
18398,24826,24832,230000.0,3.0,106.4956134
37218,384,386,765000.0,3.0,40012.95263
37219,1746,14558,230000.0,6.0,45248.1905
37216,2465,386,765000.0,3.0,289378.0971
37217,15885,386,765000.0,3.0,175300.1251
37215,383,384,765000.0,3.0,202502.2562
37212,126,380,735000.0,9.0,3295.674909
39360,5107,16825,345000.0,6.0,17411.8464
39364,10439,16831,345000.0,6.0,13062.81954
39365,16830,16832,345000.0,12.0,2943.792906
4354,1283,29518,230000.0,6.0,4177.745566
13704,18720,18721,230000.0,3.0,14027.00791
4357,2565,29519,345000.0,3.0,30077.12689
4350,1289,29517,nan,3.0,15671.52631
4351,29516,29517,230000.0,3.0,1281.010345
4353,1263,29518,230000.0,3.0,25971.14051
6420,11956,28737,230000.0,6.0,32813.32518
15330,15974,23481,nan,3.0,40742.36236
15333,23482,23483,345000.0,6.0,229.942893
6423,12166,28737,69000.0,3.0,11678.69573
42011,20366,2589,345000.0,3.0,38072.36909
25708,18089,18093,nan,3.0,424.7649543
18984,25086,25087,nan,3.0,8067.081256
18986,12360,25087,nan,3.0,5525.989751
18980,12496,25084,nan,3.0,12369.23127
18983,8646,25086,nan,3.0,2424.579638
14208,11101,18735,nan,3.0,4152.61799
5498,537,28463,230000.0,3.0,5758.94598
5494,28454,28462,500000.0,3.0,61701.48534
14203,3249,22939,230000.0,12.0,3865.523828
5496,3934,28462,500000.0,3.0,65323.96011
5497,3989,28462,500000.0,3.0,36666.10066
14206,22939,22940,230000.0,3.0,434.5062835
5491,2986,28461,230000.0,6.0,1470.815911
5492,3990,28461,500000.0,3.0,436.1165726
36606,14008,14016,nan,3.0,4671.863093
36604,14001,14015,nan,3.0,6400.085487
36605,14000,14015,nan,3.0,2298.120558
40320,19532,849,230000.0,12.0,862.1035708
40321,811,850,nan,3.0,1510.269097
40323,862,860,345000.0,6.0,4137.052764
40324,28811,861,345000.0,3.0,20337.96256
40325,223,865,nan,3.0,15128.69125
29929,6426,6435,345000.0,3.0,47755.78351
40328,886,868,230000.0,54.0,5747.524574
40329,869,868,230000.0,36.0,3951.49306
29925,1960,6423,230000.0,3.0,48905.86061
29924,1960,6422,230000.0,3.0,56471.65024
8290,8246,20288,nan,3.0,120.3377499
8293,1808,20290,nan,3.0,3675.884566
8295,20288,20290,nan,3.0,28.39267938
8294,2343,20290,nan,3.0,2250.270543
8296,9417,20290,nan,3.0,3088.131919
34383,5822,11280,nan,3.0,6992.456005
34385,11286,11284,nan,3.0,627.2319245
30801,7355,7358,345000.0,3.0,51368.56707
26895,384,20063,345000.0,9.0,8862.945252
36998,14320,14384,735000.0,3.0,275666.6665
9651,3537,20906,230000.0,3.0,4756.046008
19322,13965,25257,nan,3.0,95214.77348
19320,25256,25257,nan,3.0,12416.91578
19321,25255,25257,nan,3.0,12430.98784
16114,23797,23798,230000.0,6.0,11848.05769
16115,23797,23799,230000.0,6.0,12440.78966
5935,21960,28579,nan,3.0,9025.711323
16117,9891,23800,230000.0,3.0,37685.52521
16110,9890,23796,230000.0,3.0,6557.447484
16111,23795,23796,230000.0,3.0,158.3248491
16112,23796,23798,230000.0,6.0,24867.62526
16118,23799,23800,230000.0,3.0,165.0007137
16119,9892,23801,230000.0,3.0,129.6558596
8128,27210,29400,230000.0,3.0,4069.63131
11667,5111,21845,345000.0,3.0,900.7240365
11666,28554,21844,345000.0,3.0,13931.29845
11665,5153,21844,nan,3.0,19367.02144
223,2938,29733,230000.0,3.0,11068.28492
11669,21844,21845,345000.0,3.0,46.95605055
11668,5152,21845,345000.0,3.0,30463.44611
27921,902,4048,345000.0,6.0,5531.395876
27925,28659,4052,500000.0,3.0,25066.53952
17798,11322,24578,nan,3.0,624.2656005
