l_id,v_id_1,v_id_2,voltage,cables,length_m
36174,19134,214,345000.0,15.0,1541.538317
36173,202,213,nan,3.0,6288.789412
33528,9573,10132,230000.0,3.0,45794.25783
33529,10131,10132,230000.0,3.0,38476.28873
33525,23903,10129,230000.0,3.0,28167.02158
33526,7222,10131,230000.0,3.0,51675.79095
33520,10124,10125,230000.0,12.0,12000.26603
33521,10123,10126,230000.0,3.0,8377.152775
33522,6422,10126,230000.0,3.0,15727.11143
41543,2102,2098,nan,3.0,28405.04244
41542,2098,2097,nan,3.0,29030.04174
41541,18716,2096,nan,3.0,3190.156171
41547,20158,2039,230000.0,6.0,31152.05211
41546,2102,2103,230000.0,12.0,10796.36098
41549,4258,2104,500000.0,6.0,117450.1958
8035,2796,29368,500000.0,9.0,57092.99382
8034,29087,29368,500000.0,9.0,53576.38202
8031,487,29367,115000.0,6.0,19782.56601
8030,15897,29366,nan,3.0,185.2980946
12589,22211,22253,nan,3.0,22.37173712
12588,4314,22253,nan,3.0,671.5151268
12583,18585,18586,nan,3.0,4670.546795
12582,11185,18585,nan,3.0,3434.397714
12581,6021,22252,nan,3.0,17599.66719
12580,6020,22252,nan,3.0,2301.602649
12587,10886,18587,nan,3.0,18057.12324
12586,18585,18587,nan,3.0,5426.472609
12585,12534,18586,nan,3.0,51582.49823
12584,18587,18586,nan,3.0,5285.605499
6938,9185,28925,nan,3.0,28100.19388
13984,22832,22836,nan,3.0,81.69935654
13980,7627,22835,345000.0,3.0,26131.97922
13981,22832,22835,nan,6.0,2328.240386
13982,22834,22835,nan,3.0,491.8428804
13983,7632,22836,nan,3.0,585.6808346
13679,5365,22688,230000.0,12.0,3170.532521
13672,17914,22685,nan,3.0,1257.340873
13673,17996,22685,nan,3.0,517.9094138
13670,21072,22684,nan,3.0,37306.74718
13671,7261,17996,nan,3.0,493.0292549
13674,17997,22685,nan,3.0,52.79987208
13675,17915,22685,nan,3.0,102.7019336
16002,8380,23747,230000.0,3.0,389.888008
16003,9792,23747,230000.0,9.0,29732.74195
16001,23748,23746,230000.0,3.0,12960.36079
16006,9793,23749,230000.0,12.0,162.5056593
16005,8380,23748,230000.0,9.0,4809.755853
5867,29031,28561,230000.0,3.0,27832.72972
16009,9795,23752,nan,3.0,231.0673808
5860,5154,28559,230000.0,3.0,52409.25829
5863,5171,28559,230000.0,3.0,58514.64001
19588,28251,25382,nan,3.0,613.7918202
19589,13041,25382,nan,3.0,11235.81456
19584,194,25380,nan,3.0,41.29376761
19582,25380,25379,nan,3.0,87.38961215
19583,25378,25380,nan,3.0,121.3289582
19580,25377,25379,nan,3.0,176.1720236
19581,25378,25379,nan,3.0,31.15302703
20869,26010,26013,nan,3.0,427.9914617
20865,19140,19141,230000.0,6.0,707.6962957
20864,315,19140,230000.0,6.0,2811.029106
20867,26011,26012,nan,6.0,428.85918
20866,18193,19141,230000.0,3.0,542.5206308
20861,26019,26009,nan,3.0,7637.395014
20863,26010,26011,nan,3.0,41.93709703
20862,30635,26010,nan,3.0,1242.253611
16116,29000,23800,230000.0,9.0,852.7938683
9191,3296,20684,nan,3.0,11397.92137
9190,3291,20683,nan,3.0,372.3888752
9193,3295,20685,nan,3.0,603.354824
9192,20683,20684,nan,3.0,22074.26402
9195,20684,20685,nan,3.0,221.8246575
9194,20682,20685,nan,3.0,12441.05013
9197,20682,20686,nan,3.0,21843.81962
9196,21050,20685,nan,3.0,29876.43926
9199,20686,20687,nan,3.0,1118.837405
9198,3291,20687,nan,3.0,8901.025378
7948,1898,29344,230000.0,3.0,96990.05291
7949,1891,29344,230000.0,3.0,98511.11545
42177,106,2754,500000.0,11.0,129732.4002
42176,2713,2751,nan,3.0,2270.64534
42175,2831,2732,230000.0,18.0,91841.36942
42174,5052,2749,230000.0,12.0,3496.773141
42173,20469,2746,230000.0,9.0,6177.541669
42172,2740,2739,500000.0,3.0,128365.3713
42171,2745,2739,230000.0,12.0,13539.9969
42170,2787,2739,500000.0,3.0,239169.5036
16914,23791,24184,nan,3.0,126695.2265
16915,24183,24184,nan,3.0,3606.361354
16916,24183,24185,nan,3.0,2105.918002
16917,24184,24185,nan,3.0,3021.423148
12208,18538,18576,nan,3.0,19728.80916
12209,18575,18576,nan,3.0,130.5486319
12204,18571,18574,nan,6.0,23784.64763
12206,18573,18575,nan,3.0,159.2019488
12207,18574,18575,nan,3.0,1350.694802
12200,5307,18572,nan,3.0,14804.67995
12201,6262,18572,nan,3.0,183.4054528
12202,6271,18572,nan,3.0,6945.006762
12203,18539,18573,nan,3.0,34756.66522
29358,5738,5739,230000.0,3.0,11091.13503
29359,29867,5740,230000.0,3.0,32102.60399
29350,28555,5718,345000.0,3.0,1409.024131
10513,4139,21333,230000.0,6.0,23269.04432
10510,20836,21332,nan,3.0,8330.388421
10511,3806,21332,nan,3.0,5821.350261
10516,4075,21334,230000.0,12.0,840.806317
10514,3915,21334,230000.0,3.0,14227.70574
10515,4072,21334,230000.0,6.0,11049.3195
21408,14487,26253,400000.0,6.0,796.8626435
8860,18280,18279,nan,6.0,20494.96456
21404,14484,26251,400000.0,15.0,2857.830339
21405,4612,26252,400000.0,6.0,36710.95337
21407,14484,26252,400000.0,6.0,1862.486853
21400,15898,26250,nan,6.0,3282.56404
21402,5872,26251,400000.0,3.0,252315.6344
21403,14483,26251,nan,3.0,8775.700096
26835,1811,17966,nan,3.0,1821.625316
26836,1434,20030,500000.0,3.0,16933.24067
26837,20465,18201,230000.0,3.0,53323.76876
26830,14469,18200,nan,3.0,10617.0524
26831,18194,18200,nan,3.0,4084.331109
26832,18199,18200,nan,3.0,7349.440668
26833,17788,17965,nan,3.0,31520.78624
26838,2745,18202,230000.0,3.0,193.9331982
26839,18201,18202,230000.0,3.0,148.5941856
18022,24675,24676,nan,3.0,4230.100958
24579,17121,27739,nan,3.0,259.7279689
24578,27737,27738,nan,3.0,229.104664
24577,17052,27738,nan,3.0,604.8841479
24576,17052,27737,nan,3.0,567.4961608
24573,27734,27735,nan,6.0,162.6795445
24571,27433,27735,nan,3.0,11955.44151
24570,10800,27733,nan,3.0,40745.14311
28409,4666,4671,345000.0,9.0,5334.943989
28402,3838,4663,nan,3.0,10238.08841
28400,1347,4660,66000.0,6.0,5679.78425
28405,1282,4667,345000.0,3.0,200085.5139
28404,4658,4667,345000.0,3.0,90009.61884
34327,28462,11197,500000.0,3.0,55558.54306
34326,6599,11197,500000.0,3.0,28006.89683
34323,26826,11195,nan,3.0,40333.58039
35058,8218,12179,nan,3.0,2545.092836
35059,8216,12179,nan,3.0,9585.395844
23711,14238,27356,230000.0,3.0,1047.644145
27004,2036,20118,230000.0,6.0,6062.203804
27002,3134,20118,230000.0,3.0,8757.584847
27003,2143,20118,nan,3.0,23312.79987
27000,20116,20117,nan,3.0,174.1792607
27001,1755,20117,nan,6.0,34.07227174
32589,28915,9124,230000.0,3.0,169.4722209
32588,9110,9123,230000.0,3.0,31766.4366
32581,23466,9118,nan,3.0,16898.25874
32580,28844,9117,nan,3.0,16975.71737
32583,9117,9120,230000.0,6.0,760.8966078
32582,9112,9120,230000.0,3.0,2697.203566
32587,28915,9123,230000.0,3.0,15750.45662
9942,21045,21050,nan,3.0,17855.95197
9943,3775,21050,nan,3.0,2834.306951
9941,7101,21049,345000.0,3.0,158412.9303
35580,30595,12841,230000.0,12.0,12734.88184
9947,20742,21054,nan,3.0,44289.161
9944,21051,21052,nan,3.0,2811.985427
9948,21051,21054,nan,3.0,6638.071433
9949,21052,21054,nan,3.0,4109.581146
35588,25240,12855,nan,3.0,10201.42546
32055,8563,8564,230000.0,3.0,46067.86912
32054,7917,8564,230000.0,3.0,37897.44988
32052,8558,8559,nan,3.0,66310.81496
32051,9140,8559,nan,3.0,98744.47261
32059,3738,8565,nan,6.0,30112.96595
25710,18092,18094,nan,3.0,749.3443288
25711,18093,18094,nan,3.0,1286.747266
25712,785,19509,345000.0,6.0,551.7160398
25713,1011,19509,345000.0,3.0,24342.68912
42738,20819,3331,735000.0,3.0,43194.38159
26067,1035,18129,nan,3.0,843.5129674
26066,1041,18128,nan,3.0,186.7023661
26060,1138,19674,230000.0,3.0,445.0795944
36778,29693,14183,nan,3.0,3043.983213
36777,18691,14194,nan,3.0,3441.624796
36770,13702,14191,230000.0,3.0,36794.40271
36771,2811,14191,230000.0,3.0,11491.99663
14669,6792,23155,230000.0,6.0,4710.281999
18569,9174,19045,138000.0,3.0,51814.62259
18568,12037,24906,nan,3.0,0.102253698
33728,10362,10363,230000.0,3.0,6167.462107
33729,10377,10365,230000.0,3.0,61140.12166
18563,12024,24904,nan,3.0,6054.289934
18562,11487,24904,nan,3.0,6772.926864
18561,12020,24903,nan,3.0,1077.899122
18560,12014,24902,nan,3.0,301.0380711
18567,12035,24906,nan,3.0,5385.676215
33723,10354,10356,230000.0,3.0,32381.62736
33720,10948,10354,nan,3.0,28207.23165
14667,28588,23152,345000.0,12.0,269.7080103
38608,19344,515,nan,3.0,12531.03309
38609,514,515,nan,3.0,3589.392028
38600,27364,16036,230000.0,12.0,2888.584079
38601,16732,16036,230000.0,3.0,4635.889979
38602,911,16039,230000.0,6.0,5412.95438
38606,13800,16043,nan,3.0,5101.55353
38607,24619,16043,nan,3.0,14060.80672
27828,28454,3934,500000.0,3.0,76910.46931
27829,31036,3934,nan,3.0,1123.173433
27825,3932,3930,345000.0,6.0,41600.18121
27827,30129,3934,500000.0,3.0,85426.04596
27820,3907,3928,nan,3.0,6034.758982
27821,3928,3929,nan,3.0,6996.288407
27822,29373,3930,nan,3.0,46004.15288
27823,8639,3930,345000.0,3.0,5241.703671
797,6408,29980,nan,3.0,281.0483388
796,6405,29980,230000.0,12.0,12699.69062
795,319,29979,230000.0,12.0,16584.50947
794,23857,29979,230000.0,12.0,11078.78439
793,29977,29978,nan,9.0,2929.066948
791,758,29978,230000.0,6.0,620.9223857
790,29976,29977,230000.0,6.0,1082.968555
798,18697,29980,230000.0,12.0,2415.415964
15131,8988,23385,230000.0,3.0,41990.28972
15130,8985,23385,230000.0,6.0,1132.163628
15136,23387,23388,345000.0,3.0,181.2193571
15134,23386,23387,345000.0,6.0,4465.543566
31764,23566,8297,230000.0,12.0,5633.498226
31765,8301,8297,230000.0,12.0,3394.277294
39559,8531,17046,nan,3.0,16344.45472
31767,8297,8300,230000.0,18.0,5520.698806
31760,23104,8294,345000.0,12.0,12805.03678
31761,23107,8295,345000.0,9.0,9844.373166
31762,8294,8295,345000.0,9.0,5759.509196
31763,28583,8296,345000.0,9.0,2245.794757
31768,8306,8301,230000.0,18.0,4370.090887
33894,18310,10584,nan,3.0,12538.44368
31492,1265,8031,nan,3.0,6583.434355
31493,8038,8035,nan,3.0,984.0835871
31491,8022,8030,nan,3.0,2395.798223
31496,2575,8039,345000.0,3.0,19642.22529
31495,8034,8038,nan,3.0,3336.49092
31499,6784,8041,115000.0,3.0,15490.83198
4760,11147,28097,nan,3.0,5873.994508
16184,23830,23831,115000.0,3.0,152.5057672
42371,2924,2925,230000.0,6.0,1006.05316
42370,1926,2923,nan,3.0,38070.38907
42373,2920,2926,230000.0,3.0,9129.257589
42375,2925,2926,230000.0,6.0,1858.655577
42376,620,2926,230000.0,6.0,5112.966213
42379,2930,2929,230000.0,3.0,24517.25061
42378,2924,2927,230000.0,6.0,1707.912154
10357,20596,21264,nan,3.0,1993.55463
10350,28436,21261,345000.0,3.0,109676.301
10351,21218,21261,345000.0,3.0,23706.30994
10352,28145,21262,nan,3.0,9197.220869
10353,18616,21262,500000.0,3.0,34184.28478
10358,4065,21264,nan,3.0,1666.95756
10359,33,21264,nan,3.0,4150.094155
6259,8506,28688,nan,3.0,2767.131628
6258,9064,28687,nan,3.0,11135.61579
6253,6835,28686,nan,3.0,3006.330957
6252,6815,28686,500000.0,9.0,10263.56496
6257,23085,28686,230000.0,3.0,53125.24392
6256,23083,28686,230000.0,3.0,53805.48816
6255,9200,28686,230000.0,3.0,9410.88711
6254,6837,28686,nan,3.0,6710.325128
830,412,29995,345000.0,6.0,5507.20142
831,25930,29995,nan,6.0,134.7683579
836,22928,29997,nan,3.0,285.1007215
834,7774,29997,nan,3.0,7525.812198
835,22926,29997,nan,3.0,5424.39226
5249,423,28381,nan,24.0,146.3236636
5241,30169,28380,220000.0,26.0,19747.18543
40269,24797,818,nan,3.0,62.19413286
40268,811,818,500000.0,6.0,7651.788463
40260,451,786,315000.0,6.0,1675.785118
40262,14138,798,nan,3.0,5604.986656
40265,860,814,345000.0,9.0,3246.541588
40267,816,817,nan,3.0,1321.678101
14303,22982,22984,230000.0,6.0,3161.308055
14302,2320,22984,230000.0,3.0,109.7119687
14301,7938,22983,230000.0,3.0,19.02479573
14300,7938,22982,nan,6.0,98.10410245
14307,306,22985,nan,6.0,3647.562987
14306,302,22985,nan,3.0,5.665438005
14305,19207,22985,nan,6.0,240.7296019
14304,19401,22984,230000.0,6.0,1486.23285
14309,8129,22986,345000.0,3.0,45429.74749
14308,7750,22986,345000.0,6.0,4454.410415
17964,24648,24650,nan,3.0,74.01265792
17965,24649,24650,nan,3.0,53.25210802
17963,24648,24649,nan,3.0,91.82490675
12468,5914,22196,nan,3.0,6514.546071
12464,19044,22195,345000.0,3.0,261.6730765
12465,19100,22195,345000.0,3.0,3251.830787
12466,22194,22195,345000.0,3.0,220.7898837
12467,5922,22196,nan,3.0,302.3171006
12462,19044,22194,138000.0,3.0,483.3592972
12463,9035,22194,345000.0,6.0,10937.60035
7777,29240,29275,nan,3.0,5973.91532
7776,22519,29274,230000.0,18.0,4570.619479
7775,6848,29274,nan,3.0,6130.677572
7774,3840,29272,500000.0,3.0,120906.5375
7771,28446,29272,115000.0,3.0,35687.95459
7779,2824,29278,230000.0,66.0,13191.7932
7778,1980,29276,345000.0,3.0,12752.00951
12485,5796,22206,nan,3.0,14352.29373
2553,28096,30719,nan,3.0,11446.2509
2554,27691,30719,nan,3.0,199.6041659
2555,27692,30719,nan,3.0,499.618408
2556,27782,30720,230000.0,3.0,185.7260127
2557,18741,30720,230000.0,3.0,572.016175
2558,28934,30720,230000.0,3.0,243.1318339
2559,1833,30721,500000.0,3.0,2850.786713
11476,18472,18473,138000.0,3.0,4048.234085
11477,18462,18474,nan,3.0,56922.44194
11474,18470,18471,nan,3.0,3562.184593
11472,18468,18469,nan,3.0,2114.645128
11473,18469,18470,nan,3.0,208.5295277
11471,18478,18468,nan,3.0,51946.36999
11478,18472,18474,nan,3.0,1811.054689
11479,18448,18475,nan,3.0,25423.13252
9548,20856,20864,nan,3.0,1358.788356
9549,17872,20864,nan,3.0,1181.54776
9546,20860,20863,nan,3.0,161.0858312
914,1518,30030,nan,3.0,1066.388402
9544,3445,17872,nan,3.0,7876.257832
9545,20855,20863,nan,3.0,2662.617905
9542,20860,20861,nan,6.0,464.861948
9543,20855,20862,nan,3.0,2654.1719
9540,20858,20861,nan,3.0,4602.988956
912,1521,30029,500000.0,3.0,63520.25036
27597,21008,3700,345000.0,3.0,152683.7858
27590,21008,3692,345000.0,9.0,9416.444547
27591,3614,3692,138000.0,3.0,37045.29238
27598,3605,3702,345000.0,6.0,4954.920445
29254,28588,5622,138000.0,15.0,299.3872037
29257,5624,5626,345000.0,6.0,8365.698333
29251,2790,5620,nan,3.0,128334.749
29250,734,5618,230000.0,6.0,7980.028023
29252,5621,5622,138000.0,36.0,1142.304466
34286,9791,11136,230000.0,3.0,384.6747592
34288,11142,11140,nan,3.0,5515.54188
34289,24496,11142,nan,3.0,71.40458894
26646,1687,19953,230000.0,3.0,4965.631456
26644,19951,19952,345000.0,9.0,197.1771651
26643,9212,19952,345000.0,24.0,2201.432976
26642,1699,19951,345000.0,12.0,3234.240593
26640,19947,19950,230000.0,3.0,333.9042393
30614,23084,7170,nan,3.0,21922.77263
23039,25817,27049,nan,3.0,5793.925429
23038,16021,27049,nan,3.0,26076.73041
23037,25818,27048,nan,3.0,6331.22876
23036,81,19252,nan,3.0,1005.151168
23035,353,19252,nan,3.0,676.7115184
23034,16017,27047,nan,3.0,8545.441528
23033,17771,27047,nan,3.0,45.54433165
23032,27046,27047,nan,3.0,13.23081945
23031,17951,27046,nan,3.0,490.8117826
22346,15372,26725,nan,3.0,136.7770427
22347,15358,26725,nan,3.0,4774.464511
22345,8712,26725,nan,3.0,29651.46439
28618,4912,4913,230000.0,6.0,2054.324897
28613,547,4907,nan,3.0,9909.115564
28610,4898,4904,230000.0,3.0,14686.90348
28616,5740,4913,230000.0,3.0,34078.59494
32934,9493,9500,230000.0,3.0,34306.93912
32935,3389,9501,230000.0,3.0,31835.74796
32936,9492,9496,nan,3.0,8507.704917
32937,9492,9497,230000.0,3.0,18774.66545
32931,3419,9498,230000.0,3.0,36473.3304
32932,9494,9498,230000.0,3.0,24285.16401
32933,9491,9498,230000.0,3.0,12825.91804
23699,16345,27351,230000.0,6.0,1490.718748
23698,16378,27351,230000.0,3.0,2538.841669
32938,9711,9497,nan,3.0,29494.03245
32939,29514,9485,230000.0,9.0,421.2807534
25698,13599,18088,nan,3.0,4363.126237
25690,9213,19505,345000.0,12.0,583.4777526
25693,3576,18086,230000.0,3.0,57647.95498
25692,10187,18086,230000.0,9.0,3143.28718
25695,13599,18087,nan,3.0,2436.553726
25694,18085,18087,nan,3.0,8516.309408
25697,18087,18088,nan,3.0,1546.226053
25696,18085,18088,nan,3.0,4744.806216
23968,16576,27470,230000.0,3.0,17618.6514
25527,1710,18062,230000.0,6.0,17677.56848
25521,19411,19424,345000.0,3.0,289.3844774
25520,19410,19424,138000.0,3.0,554.2883981
195,14261,29723,nan,3.0,2566.76381
194,26179,29723,nan,3.0,1166.769424
25529,10218,18063,nan,3.0,1973.661387
39843,17415,17421,240000.0,6.0,6864.313775
39842,27974,17419,240000.0,3.0,81.32683794
39845,17420,17422,240000.0,12.0,2903.194045
39844,17406,17421,240000.0,6.0,4104.390699
39847,11053,17423,240000.0,6.0,4685.016972
39846,17406,17423,240000.0,6.0,1889.442082
39849,3864,17425,nan,3.0,7316.074722
39848,17407,17423,240000.0,24.0,7826.540739
6824,3534,28883,500000.0,3.0,61952.76508
6825,16074,28886,nan,6.0,2236.063901
37415,7654,14776,230000.0,12.0,38660.90347
37411,14808,14772,230000.0,9.0,7287.663068
37412,14772,14773,230000.0,9.0,1621.812767
37418,13462,14784,230000.0,3.0,16315.53261
37419,14784,14785,230000.0,3.0,8941.499527
3452,5328,31086,230000.0,3.0,17861.99069
3453,5360,31086,230000.0,3.0,7753.357113
3456,12208,31087,230000.0,3.0,3481.312998
3455,30285,31087,nan,3.0,877.1188731
41331,1875,1876,230000.0,6.0,3793.861818
41332,242,1877,230000.0,6.0,92527.68651
41333,18116,1879,230000.0,9.0,2797.756747
41335,18354,1881,220000.0,6.0,6044.763949
15818,4435,23668,230000.0,6.0,8767.85608
15819,7294,23668,230000.0,6.0,35517.59804
15810,9650,23664,nan,3.0,67.67822037
15811,9651,23664,nan,3.0,4862.924031
15812,18786,23664,nan,3.0,7531.988715
15813,9076,23665,115000.0,3.0,8798.803183
15814,9651,23665,nan,3.0,278.3500333
33918,1537,10619,nan,3.0,1448.556253
18338,21667,24808,nan,3.0,418.4994065
18339,21668,24808,nan,3.0,29.90581383
33911,10609,10608,nan,3.0,15668.20199
14492,5697,23075,230000.0,3.0,2110.47173
33913,10609,10612,nan,3.0,17492.25131
14490,8207,23074,nan,3.0,82288.6594
18336,24806,24807,nan,3.0,25.73351024
18337,24021,24807,nan,3.0,51.19388903
33917,1534,10619,nan,3.0,2485.77583
18335,24799,24806,nan,3.0,1232.05995
41494,1987,2050,230000.0,3.0,6662.409508
15368,9191,23492,nan,3.0,932.8424144
15369,9194,23492,nan,3.0,1681.422846
15362,9801,18791,nan,3.0,46061.38844
