l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
3893,1449,31256,230000,3;6;6;3;3,1,60,,,,21042.75793,,,,,,"SRID=4326;LINESTRING(-76.9117516472304 38.5426004243203,-76.9641904482531 38.3592074722553)"
14187,22931,22932,230000,3,1,60,2L277,,,23.17911059,,,,,,"SRID=4326;LINESTRING(-117.350934835478 49.0072770066731,-117.350934745646 49.0074972132989)"
7760,4247,29268,230000,3,1,60,,,,3376.57436,,,,,,"SRID=4326;LINESTRING(-96.3908370461202 18.2544692285055,-96.4079662187123 18.2315923886164)"
12519,17812,22219,,3,1,60,,,,1321.506701,,,,,,"SRID=4326;LINESTRING(-78.768790779717 42.9305293074574,-78.7687457741213 42.9182984858303)"
29600,5690,5990,,3,1,60,,,,14213.5068,,,,,,"SRID=4326;LINESTRING(-70.5796040209227 41.9433011400499,-70.7030373043111 41.9274495448916)"
40947,17102,1461,220000;66000;66000,6,1,60,,Southern California Edison Company,,11980.3596,,,,,,"SRID=4326;LINESTRING(-118.064101275912 33.8507279512945,-117.98245220793 33.8089301485093)"
2622,935,30747,287000,6,1,60,,,Victorville-Century (RS-B),8561.825705,,,,,,"SRID=4326;LINESTRING(-118.255309834347 33.9480046168475,-118.167094696873 33.9470330427981)"
19345,12854,25270,,3,1,60,,,,8600.765491,,,,,,"SRID=4326;LINESTRING(-88.2406787217803 44.9138771420162,-88.1351090459069 44.9080029993731)"
26693,19968,19969,,3,1,60,,,,3689.271047,,,,,,"SRID=4326;LINESTRING(-77.3301593337881 44.169383459431,-77.3525830799103 44.197114113434)"
40708,1238,1226,500000,3;6,1,60,,,,115712.8691,,,,,,"SRID=4326;LINESTRING(-119.335856109159 46.4803115845725,-120.153764040719 45.7024511689217)"
16049,9834,23769,230000,3,1,60,,,,793.9346032,,,,,,"SRID=4326;LINESTRING(-77.8864770757317 34.2507800193641,-77.8812650706435 34.2550799187028)"
30442,7009,7010,230000,6,1,60,,,,452.8855839,,,,,,"SRID=4326;LINESTRING(-105.381161998983 44.2852994906148,-105.371776819408 44.2857887150125)"
33391,9988,10001,230000,3,1,60,,,,55469.24246,,,,,,"SRID=4326;LINESTRING(-80.0702808222207 32.830313237209,-80.6206535487302 32.8232219613624)"
21538,26318,26320,,3,1,60,,,,14.56283956,,,,,,"SRID=4326;LINESTRING(-105.119573639903 39.7329486841598,-105.11974099604 39.733014382374)"
6302,6930,28698,230000,3,1,60,,,,4369.308692,,,,,,"SRID=4326;LINESTRING(-80.5742666094011 35.4658895800114,-80.618659666063 35.4507757770304)"
18272,24778,24780,230000,3,1,60,,,,7562.319273,,,,,,"SRID=4326;LINESTRING(-90.0984624393022 29.967396611886,-90.0448172963227 29.9905844519609)"
39515,8126,16995,,3,1,60,,,,13803.97021,,,,,,"SRID=4326;LINESTRING(-91.5513755483358 39.8365168749308,-91.3966424269589 39.8733814282872)"
19375,29692,25289,,3,1,60,,,,1878.018549,,,,,,"SRID=4326;LINESTRING(-88.3555764234836 44.8483835266489,-88.3502332782345 44.8615963040157)"
32013,8467,8521,345000,6,1,60,Royse - Forney 345kV,Oncor Electric Delivery,,8384.278823,,,,,,"SRID=4326;LINESTRING(-96.3507741365716 32.9692516588946,-96.3815432243933 32.9006171836343)"
36616,14027,14029,,3,1,60,,,,2266.793726,,,,,,"SRID=4326;LINESTRING(-82.2878247874792 34.8974432501977,-82.2619489451885 34.8994591231879)"
24170,27561,27563,345000,3,1,60,,,,117.5257385,,,,,,"SRID=4326;LINESTRING(-71.0671332901752 42.3936281130283,-71.0672571678528 42.3928376938805)"
30315,6859,6878,230000,3,1,60,,,,2893.962047,,,,,,"SRID=4326;LINESTRING(-81.5579421424603 30.79729801915,-81.5257054924217 30.8018967642337)"
42195,2773,2774,230000,3,1,60,,,,6248.055427,,,,,,"SRID=4326;LINESTRING(-117.777257810597 46.3747769158758,-117.704068344966 46.3507717681511)"
7790,30212,29284,,3,1,60,,,,2188.326284,,,,,,"SRID=4326;LINESTRING(-81.6370209795384 35.7266678717059,-81.6616628351822 35.7213828357397)"
13032,15109,18663,,3,1,60,,,,159.8158422,,,,,,"SRID=4326;LINESTRING(-86.8867969423989 37.4030062833971,-86.8893239725855 37.4026252121416)"
26415,1480,19839,,6,1,60,,,,3250.270084,,,,,,"SRID=4326;LINESTRING(-105.060867522021 39.734551281049,-105.060232908527 39.7045419174733)"
17236,6216,18949,500000,3,1,60,,,,1669.193057,,,,,,"SRID=4326;LINESTRING(-82.5002799652318 36.434040886563,-82.5164513827891 36.4261350687344)"
2227,24937,30579,,3,1,60,,,,4880.140989,,,,,,"SRID=4326;LINESTRING(-79.9963630496421 32.8625136761281,-80.0401888636086 32.8673682721249)"
21337,29394,26228,230000,3,1,60,,,,201233.215,,,,,,"SRID=4326;LINESTRING(-103.47369729272 25.5955784325012,-104.494140128629 24.2570363162575)"
32018,8520,8522,345000,6,1,60,Royse - Forney 345kV,Oncor Electric Delivery,,9788.69177,,,,,,"SRID=4326;LINESTRING(-96.4291720163022 32.8577801847127,-96.4757137149399 32.7772975569291)"
33433,6405,10048,230000;230000;115000;230000,3;6;3,1,60,,,,18751.24942,,,,,,"SRID=4326;LINESTRING(-77.2158726550424 36.3379649964508,-77.4001600806171 36.4112338465442)"
10028,21098,21103,,3,1,60,,,,2214.813971,,,,,,"SRID=4326;LINESTRING(-69.937753618169 48.2424143755817,-69.9370735934989 48.2228152607836)"
30915,2636,7477,230000,3,1,60,,,,34708.03682,,,,,,"SRID=4326;LINESTRING(-114.748642970891 32.7603613394057,-114.884231155582 33.0469625510956)"
37051,14419,14420,400000,3,1,60,,,,25639.90735,,,,,,"SRID=4326;LINESTRING(-98.1836256275307 22.6076864133436,-98.0072269541334 22.4361446614136)"
28225,21516,4435,400000,6;3;3,1,60,,,,3579.586744,,,,,,"SRID=4326;LINESTRING(-103.532415912707 20.8103780892696,-103.503060262206 20.7888373845794)"
11590,21811,21810,,3,1,60,,,,1147.570053,,,,,,"SRID=4326;LINESTRING(-120.391195059345 50.6647326065808,-120.391073427456 50.6644963035339)"
15720,18838,18839,,3,1,60,,,,4109.736175,,,,,,"SRID=4326;LINESTRING(-92.129511075878 37.8258626624302,-92.1206758755641 37.7898389651018)"
26968,1981,20102,230000,3,1,60,Kings Fork - Chuckatuck 230kV transmission line;Chuckatuck - Benns Church  230kV transmission line;Suffolk - Kings Fork 230kV transmission line;Kings Fork - Chuckatuck 230kV transmission line;Newport News - Benns Church  230kV transmission line,Dominion,289A,1225.344324,,,,,,"SRID=4326;LINESTRING(-76.4183883810713 36.9998686541311,-76.4264077150636 36.9902073068566)"
32219,4013,8728,345000,3,1,60,,,,43447.4755,,,,,,"SRID=4326;LINESTRING(-76.1713077737827 43.1980012338946,-76.4072268222941 43.5131838725894)"
4672,3097,29612,230000,3,1,60,,,,29238.92545,,,,,,"SRID=4326;LINESTRING(-108.852113932619 46.0513788766148,-108.591343161142 45.8570643816334)"
5998,22241,28604,,3,1,60,,,,869.8660004,,,,,,"SRID=4326;LINESTRING(-78.005574119323 42.7074795969205,-77.9970051145252 42.7011794596733)"
30576,7126,7132,,3,1,60,,,,4754.918988,,,,,,"SRID=4326;LINESTRING(-84.2316473405748 32.0799529706468,-84.2117005431536 32.0976696476922)"
32814,4295,9361,230000,3,1,60,,,,29440.71614,,,,,,"SRID=4326;LINESTRING(-86.286662608905 40.4502608914848,-86.57564582536 40.2999346962328)"
1546,29497,30288,230000,3,1,60,,,,1263.063562,,,,,,"SRID=4326;LINESTRING(-80.219657347883 26.6749788982333,-80.2338748194804 26.6766343897899)"
24924,27914,27913,,3,1,60,,,,116.3244537,,,,,,"SRID=4326;LINESTRING(-80.9026592362403 35.5686949789337,-80.9021829494766 35.568562867099)"
26802,316,18193,230000,3,1,60,,SMUD,Lake-Folsom,2795.282494,,,,,,"SRID=4326;LINESTRING(-121.132065349708 38.6571190445878,-121.139454321101 38.6837750841556)"
36564,12476,13972,,3,1,60,,,,945.8632608,,,,,,"SRID=4326;LINESTRING(-70.2846111856575 41.6860428334942,-70.2983256869588 41.6851930545535)"
23072,13128,19254,230000,6,2,60,,,,4260.833842,,,,,,"SRID=4326;LINESTRING(-122.253592862843 38.1661494026016,-122.210055966426 38.1844802197937)"
27485,30872,3584,,3;6;3;3,1,60,,,,17720.66648,,,,,,"SRID=4326;LINESTRING(-113.669538810379 42.6927430836818,-113.481853127583 42.6703908106023)"
37116,6957,14482,,3,1,60,,,,3539.251047,,,,,,"SRID=4326;LINESTRING(-100.217143143462 25.7085469944804,-100.2334264658 25.740501608243)"
12356,8463,22135,138000,3,1,60,,Oncor,,8790.000892,,,,,,"SRID=4326;LINESTRING(-96.9610595217949 32.6655334128557,-97.0218575654194 32.7180607520733)"
26540,29640,18170,,3,1,60,,,,30178.55986,,,,,,"SRID=4326;LINESTRING(-97.6952670176295 32.7779783544127,-97.8602649218932 32.9167999634798)"
1067,18885,30093,,3,1,60,,,,29902.85156,,,,,,"SRID=4326;LINESTRING(-82.6203898747598 38.8522109910762,-82.9244960944762 38.7579779802516)"
6522,7589,28767,230000,3,1,60,,,,6311.552368,,,,,,"SRID=4326;LINESTRING(-78.8940454399803 35.8200162271653,-78.8474387443319 35.8472340295771)"
15753,17454,18850,,3,1,60,Power Line,,,8347.376918,,,,,,"SRID=4326;LINESTRING(-91.1452554670932 37.35951289747,-91.0820844377475 37.4108242827852)"
1514,22150,30275,,6,1,60,,,,2981.788335,,,,,,"SRID=4326;LINESTRING(-79.0097316051634 43.0985856697199,-79.0142326012057 43.1208729274067)"
8184,7951,29425,345000,3,1,60,,,,374.431761,,,,,,"SRID=4326;LINESTRING(-96.5368474227598 44.3867171783629,-96.5319220431306 44.3939441791196)"
7628,27151,29219,230000,6,1,60,,Flordia Power and Light,,7501.001436,,,,,,"SRID=4326;LINESTRING(-81.7559750331693 26.5000198661042,-81.8290784358848 26.4949618466421)"
15672,18828,18829,,3,1,60,,,,5425.886981,,,,,,"SRID=4326;LINESTRING(-91.998658878332 38.3392670179224,-91.936678896652 38.3410249608079)"
985,23758,30060,,3,1,60,,,,375.9855189,,,,,,"SRID=4326;LINESTRING(-92.5664441740569 47.4870896811474,-92.5655732671879 47.4834564859773)"
15506,17827,18001,,3,1,60,,,,1045.37983,,,,,,"SRID=4326;LINESTRING(-81.3382429750309 42.7471103642305,-81.3497645872019 42.741754357297)"
29073,3945,5361,230000,6,1,60,,FPL,,6302.752498,,,,,,"SRID=4326;LINESTRING(-80.4133048058948 25.6909541946947,-80.3965819705396 25.6401387677019)"
15047,7124,23347,345000,6,1,60,,,,26800.80553,,,,,,"SRID=4326;LINESTRING(-82.4902186376183 42.7719016121124,-82.6897919169803 42.8683389113321)"
12170,5620,22056,,3,1,60,,,,37817.11202,,,,,,"SRID=4326;LINESTRING(-66.9273198952572 48.016691150623,-66.4769166411526 48.1258232174939)"
12339,22125,22127,345000,3,2,60,,,,288.22138,,,,,,"SRID=4326;LINESTRING(-98.7617940187732 29.7494931941024,-98.7631731123973 29.7518156135944)"
24992,27946,27947,115000;230000,3,1,60,,,,616.000445,,,,,,"SRID=4326;LINESTRING(-94.888042468824 47.4373043678684,-94.8956912641421 47.4391429859133)"
33489,10089,10094,115000;230000,3,1,60,,Gulf Power,,11499.47816,,,,,,"SRID=4326;LINESTRING(-87.3888725147169 30.5257220832744,-87.5081825245916 30.5270891951651)"
36061,13355,13421,240000,6,1,60,,,,94293.02176,,,,,,"SRID=4326;LINESTRING(-112.836316630552 49.7293186986797,-112.767703088768 50.5217885200277)"
37556,21495,14931,230000,3;6;3,1,60,,,,117913.7285,,,,,,"SRID=4326;LINESTRING(-111.036408915615 29.0123666772004,-110.89534372819 27.9900500289985)"
32861,6444,9408,138000;345000;138000;345000;138000;345000;138000,6;3;3,1,60,,,,3215.238618,,,,,,"SRID=4326;LINESTRING(-85.9023987960937 37.6686525559546,-85.9323006870848 37.6688928161829)"
36425,5587,13822,,3,1,60,,,,2240.822346,,,,,,"SRID=4326;LINESTRING(-66.6698747297682 49.0853317081133,-66.6386671177807 49.0910959345273)"
11779,21889,21890,230000;115000,6,1,60,230kV transmission line,,,3749.763819,,,,,,"SRID=4326;LINESTRING(-90.2472032382585 32.2470254933408,-90.2849201732721 32.2545290566503)"
7759,14182,29267,400000,6,1,60,,,,71679.42522,,,,,,"SRID=4326;LINESTRING(-92.9711979285899 17.7935179728574,-93.4640154672332 17.4462328612696)"
9472,19035,20832,345000,3,1,60,,,,1470.034251,,,,,,"SRID=4326;LINESTRING(-98.6104267255892 33.1311348128946,-98.6143919790848 33.1192656909237)"
12522,327,22220,230000,3,2,60,,SMUD,Cordova-Pocket,280.4670188,,,,,,"SRID=4326;LINESTRING(-121.355201644269 38.5083230627864,-121.349327002278 38.5082803833589)"
22868,328,19233,230000,3,1,60,,,,2309.413444,,,,,,"SRID=4326;LINESTRING(-78.6824149145277 35.7908814649611,-78.692485004875 35.8079577651943)"
30308,23510,6869,345000,3,1,60,,,,262.2958988,,,,,,"SRID=4326;LINESTRING(-87.5068321870963 39.397071761735,-87.509151827377 39.3949169291513)"
42063,2641,2651,230000,3,1,60,,,,7545.621992,,,,,,"SRID=4326;LINESTRING(-114.491269703634 32.7456495822372,-114.469607030818 32.6842042136798)"
8834,5915,18276,,3,1,60,,,,6627.535483,,,,,,"SRID=4326;LINESTRING(-78.8556149882256 43.0001649558501,-78.9143671732535 42.9781192731027)"
20317,13940,19096,500000,3,1,60,5L44,BC Hydro,,4985.42762,,,,,,"SRID=4326;LINESTRING(-122.816918437725 49.2627613873176,-122.814642095238 49.3083299053483)"
9671,3561,20916,230000,3,1,60,230kV transmission line,,,8691.924196,,,,,,"SRID=4326;LINESTRING(-80.4088760314084 27.0339259209358,-80.3855151171847 26.9643963717045)"
662,3622,29921,,3,1,60,,,,148.617271,,,,,,"SRID=4326;LINESTRING(-112.539315343854 42.9048240664175,-112.543163148198 42.9043890826184)"
1134,3926,30117,230000,6,1,60,,,,1639.440169,,,,,,"SRID=4326;LINESTRING(-108.901939264043 25.8186583314444,-108.909117700644 25.8028383543148)"
8426,20326,20351,345000,3,1,60,,,,546.5855599,,,,,,"SRID=4326;LINESTRING(-87.6132254154124 41.4315262584083,-87.6196737021848 41.432419190843)"
32022,8528,8530,345000,6,1,60,,,,6878.872091,,,,,,"SRID=4326;LINESTRING(-95.3464400040022 32.2798572488707,-95.4064184904828 32.3179287816829)"
8591,20428,20430,,3,1,60,,,,794.0360156,,,,,,"SRID=4326;LINESTRING(-74.9512901158919 45.0737063777492,-74.9604903017057 45.0766595640067)"
32901,9447,9449,500000,3,1,60,,,,2110.761862,,,,,,"SRID=4326;LINESTRING(-79.9550723539692 39.7071209155952,-79.9604174675328 39.7278428994851)"
7168,23920,29030,,3,1,60,,,,7272.065006,,,,,,"SRID=4326;LINESTRING(-93.2935237665274 44.3252746815806,-93.2935496318316 44.2693096005032)"
11204,24816,21658,,3,1,60,,,,4956.300167,,,,,,"SRID=4326;LINESTRING(-93.0803432189801 44.7464174676905,-93.0957829230944 44.786410864486)"
29755,2028,6187,,3,1,60,,,,1590.913857,,,,,,"SRID=4326;LINESTRING(-71.2466592278193 42.6238613234927,-71.2366870296319 42.6135694049249)"
6801,8755,28874,345000,3;6,1,60,,,,24038.59041,,,,,,"SRID=4326;LINESTRING(-97.7229517698505 31.0389837839087,-97.5113476646767 30.9720121619789)"
10116,21142,21143,230000,6,1,60,,,,10415.55604,,,,,,"SRID=4326;LINESTRING(-112.297958973015 33.5552871637428,-112.319285786344 33.4663710035011)"
36637,2658,14046,500000,3,1,60,,,,52148.32781,,,,,,"SRID=4326;LINESTRING(-112.859258136915 33.3849625000285,-112.530911552084 33.6738764355985)"
5539,21323,28474,,3,1,60,,,,3891.894135,,,,,,"SRID=4326;LINESTRING(-98.2502808992446 19.0215433524025,-98.2249621991081 18.9985448730271)"
6362,9823,28718,230000,3,1,60,,,,33.47350561,,,,,,"SRID=4326;LINESTRING(-78.9819961498827 35.1540324205043,-78.9826003145367 35.156968100376)"
28086,4247,4240,230000,3;6;6;3,1,60,,,,5783.714789,,,,,,"SRID=4326;LINESTRING(-96.3908370461202 18.2544692285055,-96.3535074747881 18.218026726808)"
15063,7141,18766,345000,6,1,60,,,,1222.809054,,,,,,"SRID=4326;LINESTRING(-82.4746270212965 42.7642814921224,-82.4904244042308 42.7690471055213)"
38856,327,541,230000,3;6;6,2,60,,SMUD,Campbell-Hedge,9150.335205,,,,,,"SRID=4326;LINESTRING(-121.355201644269 38.5083230627864,-121.463940549573 38.5085722723523)"
1848,15628,30412,,3,1,60,,,,4485.189489,,,,,,"SRID=4326;LINESTRING(-81.2898366115369 35.6539616073932,-81.3225829239307 35.6317301676983)"
19076,25125,25131,,3,1,60,,,,1940.23379,,,,,,"SRID=4326;LINESTRING(-81.5096939928535 46.3814716946515,-81.5299594466741 46.3710642879832)"
5669,28504,28505,230000,3,1,60,Catawba - Newport 230kV transmission line,Duke,,7735.886222,,,,,,"SRID=4326;LINESTRING(-81.1214757648334 34.9977272896202,-81.0750101040616 35.0515281375588)"
29870,30924,6337,345000,3,1,60,,,,106731.8939,,,,,,"SRID=4326;LINESTRING(-111.123981582813 31.9464619436966,-111.794745943762 32.6253014841056)"
33334,30399,9943,230000,3,1,60,,,,16129.66375,,,,,,"SRID=4326;LINESTRING(-80.2207542120267 34.0001372934344,-80.324016018546 33.8976540544715)"
38458,11973,15873,230000;230000;115000;230000;230000,3;6;3;3,1,60,,Progress Energy,PX-1,27599.14609,,,,,,"SRID=4326;LINESTRING(-85.7000584484423 30.2698826649196,-85.5631361595566 30.1945339156947)"
8716,16654,18252,,3,1,60,,,,5564.089893,,,,,,"SRID=4326;LINESTRING(-81.7222552567304 33.2884021255562,-81.6838778654334 33.249264972039)"
30900,4883,7465,230000,3,1,60,,,,18060.74751,,,,,,"SRID=4326;LINESTRING(-115.096302522111 36.274663438105,-114.916314133069 36.3474872559931)"
31693,8237,8238,230000,6,1,60,,,,1525.394414,,,,,,"SRID=4326;LINESTRING(-84.5415074956938 33.5436102250359,-84.5589696981142 33.5389167237281)"
8172,18331,29421,,3,1,60,,,,986.988066,,,,,,"SRID=4326;LINESTRING(-92.1521431413146 34.428039057648,-92.1358536177907 34.4229407782524)"
15871,7197,23692,230000,3,1,60,,,,79887.64524,,,,,,"SRID=4326;LINESTRING(-104.240869838845 32.8143760505451,-104.433107869574 33.4177547796444)"
18176,24740,24741,,3,1,60,,,,3871.064954,,,,,,"SRID=4326;LINESTRING(-82.4264432455923 42.9004075147357,-82.3925826882619 42.911649210422)"
27247,18191,20246,,3,1,60,,PG&E,,189.3919131,,,,,,"SRID=4326;LINESTRING(-121.122263710667 39.0940761042622,-121.121545597428 39.0956079599093)"
29609,28604,6000,,3,1,60,,,,25775.15787,,,,,,"SRID=4326;LINESTRING(-77.9970051145252 42.7011794596733,-78.08134017439 42.4971006570114)"
10029,21099,21103,,3,1,60,,,,397.1194475,,,,,,"SRID=4326;LINESTRING(-69.9357026745438 48.2262795005616,-69.9370735934989 48.2228152607836)"
15956,9430,23729,230000,3,1,60,,,,12763.97995,,,,,,"SRID=4326;LINESTRING(-75.0597965397532 41.0604384316882,-75.166751396114 40.9821793684578)"
40609,1139,1155,230000,6,1,60,,,,26262.08045,,,,,,"SRID=4326;LINESTRING(-76.8726306412414 39.1410371989338,-76.6769032186004 39.0459502454882)"
10177,3546,21175,230000,3,1,60,,,,1694.523362,,,,,,"SRID=4326;LINESTRING(-80.4355239020234 25.8133545349216,-80.4171226997826 25.8111364889103)"
34524,11469,11470,,3,1,60,,,,12695.51696,,,,,,"SRID=4326;LINESTRING(-95.9054344971047 40.5959253687899,-95.9055922891847 40.4799574991641)"
10118,21141,21144,230000,3,1,60,,,,600.8759225,,,,,,"SRID=4326;LINESTRING(-112.307089808889 33.6339383116497,-112.307045881272 33.6384924196424)"
15752,2238,23637,230000,3,1,60,Miller - Boyles 230kV transmission line,,,666.1677664,,,,,,"SRID=4326;LINESTRING(-86.8039101390248 33.5663248454937,-86.810977225418 33.5687358582599)"
6020,6128,28614,,3,1,60,,,,1819.88407,,,,,,"SRID=4326;LINESTRING(-77.2232706640228 42.963324953257,-77.2464748638712 42.9663158663437)"
11101,2837,21607,230000,3,1,60,,,,63175.2077,,,,,,"SRID=4326;LINESTRING(-99.8967645231001 49.8450157971643,-99.27294439859 49.5363282794086)"
15671,8105,18829,,3,1,60,,,,17690.67817,,,,,,"SRID=4326;LINESTRING(-91.9980498024376 38.1885006903263,-91.936678896652 38.3410249608079)"
27745,21133,3854,230000,3,1,60,,,,153.7565857,,,,,,"SRID=4326;LINESTRING(-107.676641211552 39.5210067142543,-107.679792394911 39.5207431988374)"
9558,5602,20867,,3,1,60,,,,604.2196511,,,,,,"SRID=4326;LINESTRING(-75.50724865241 39.6830682981914,-75.499977677834 39.6791630662715)"
40249,378,782,345000,6,1,60,,Commonwealth Edison,,13679.99729,,,,,,"SRID=4326;LINESTRING(-88.0952335402634 41.6302516722437,-87.9708084510718 41.6961193605462)"
42304,30512,5,230000,3,1,60,,,,22824.06496,,,,,,"SRID=4326;LINESTRING(-75.7834116703861 40.7228979365586,-75.5181201413605 40.7131278604394)"
40166,2202,693,230000;115000;115000;230000;115000;230000;115000;230000;115000;230000,6;3;6;3;3;3;3;3,1,60,,,,17300.04873,,,,,,"SRID=4326;LINESTRING(-122.847572019322 47.4208234680348,-122.70394544443 47.5318115822652)"
15003,23324,23325,230000,3,1,60,,,,202.307457,,,,,,"SRID=4326;LINESTRING(-101.757916868629 35.2942995599003,-101.760158883915 35.2943142239093)"
4777,4481,28107,,3,1,60,,,,1600.266214,,,,,,"SRID=4326;LINESTRING(-82.5234990407235 34.8280600396783,-82.526979826132 34.8401917570104)"
14598,8348,23122,230000,3,1,60,,,,2742.450385,,,,,,"SRID=4326;LINESTRING(-83.6646936855182 34.1824066607927,-83.6435248997979 34.1638437243685)"
32443,5978,8975,230000,3,1,60,Willis - Plattsburgh 230kV #1,New York Power Authority,,10321.07505,,,,,,"SRID=4326;LINESTRING(-73.9856700917705 44.8908460091529,-74.1186468481465 44.8891145021323)"
34622,8956,11591,,3,1,60,,,,2078.632805,,,,,,"SRID=4326;LINESTRING(-82.8484302607746 42.7248745429056,-82.8202241546449 42.7259243720292)"
2900,10167,30867,115000,3,1,60,,,,16490.53033,,,,,,"SRID=4326;LINESTRING(-88.5658758326606 30.647970584988,-88.5341692175475 30.5010080832599)"
5347,12204,28422,230000,3,1,60,,,,5.267949798,,,,,,"SRID=4326;LINESTRING(-80.2464862134398 27.3486330747803,-80.2492403174042 27.3467023480636)"
39443,1918,16911,,3,1,60,,,,17611.06987,,,,,,"SRID=4326;LINESTRING(-78.3012272259131 36.6008563242692,-78.1977607387287 36.4838477722753)"
16405,10249,23943,230000,3,1,60,,,,5096.974706,,,,,,"SRID=4326;LINESTRING(-90.9676884103108 30.3208346677608,-90.9852615011423 30.3648614007733)"
36682,6573,14098,,3,1,60,,,,4130.55862,,,,,,"SRID=4326;LINESTRING(-97.8751493070092 38.0903445932532,-97.903143537259 38.1003900864792)"
11858,21925,21927,500000,3,1,60,Coly - McKnight 500 kV transmission line,,,7669.955927,,,,,,"SRID=4326;LINESTRING(-90.8919898743498 30.5614295589808,-90.8952892965569 30.4922921656785)"
12844,22359,22360,230000,3,1,60,,,,164.5199266,,,,,,"SRID=4326;LINESTRING(-79.0187733281611 43.1201722939601,-79.0169038442233 43.1207695024157)"
34035,10747,10774,,3,1,60,,,,25953.07205,,,,,,"SRID=4326;LINESTRING(-88.0566665995484 39.7991385018265,-88.353229498474 39.8131986697234)"
10741,4293,21435,,3,1,60,,,,324.8161274,,,,,,"SRID=4326;LINESTRING(-94.5234185926489 17.9804747004216,-94.5208473827818 17.984592903608)"
33476,28740,10082,230000,3,1,60,230kV transmission line,,,24293.30434,,,,,,"SRID=4326;LINESTRING(-86.5754862917357 32.3816217248281,-86.4190734885274 32.5166520872508)"
2097,18707,30524,,3,1,60,Powerline,,,217.7080924,,,,,,"SRID=4326;LINESTRING(-79.7470848702123 35.7610030015205,-79.7456722961888 35.7625688845011)"
29919,1953,6417,230000,3,1,60,,,,674.5950042,,,,,,"SRID=4326;LINESTRING(-76.3546874658052 36.7629127027648,-76.34345330363 36.7642711264692)"
26025,18138,18124,,3,1,60,Eightmile Creek,,,7442.934229,,,,,,"SRID=4326;LINESTRING(-83.841382883544 33.3565230184027,-83.8679008812366 33.309363014519)"
36801,14201,14219,,3,1,60,,,,4349.301088,,,,,,"SRID=4326;LINESTRING(-102.502170397262 36.7280888504802,-102.458252983876 36.7376664402091)"
38315,641,15715,,3,1,60,,,,12829.33037,,,,,,"SRID=4326;LINESTRING(-87.764103151779 30.5540086733028,-87.6789570665758 30.5094595666358)"
13713,7356,22705,345000,3;6,1,60,,,,19316.3575,,,,,,"SRID=4326;LINESTRING(-94.8375356984614 33.0550632592965,-94.6437309847685 33.1043876580924)"
15932,4358,23720,230000,3,1,60,,,,179.5419126,,,,,,"SRID=4326;LINESTRING(-76.154372981337 41.0909785483669,-76.1546791095477 41.0934469916393)"
13981,22832,22835,,6,1,60,,,,2328.240386,,,,,,"SRID=4326;LINESTRING(-95.9403930425213 35.9846737605214,-95.9317787379358 35.9674969234256)"
30753,6782,7296,,3,1,60,,,,28538.34346,,,,,,"SRID=4326;LINESTRING(-102.741481488852 47.3568199096228,-102.365983542418 47.3418690450439)"
35451,7596,134,230000;220000;220000;220000,3;6;6,2,60,,,San Onofre - Serrano;San Onofre - Viejo,11352.05964,,,,,,"SRID=4326;LINESTRING(-117.589193933625 33.456803576149,-117.555207395412 33.3686645652453)"
10516,4075,21334,230000,12,1,60,,,,840.806317,,,,,,"SRID=4326;LINESTRING(-98.8668027846216 19.663933867697,-98.8771598896416 19.6586508079607)"
10810,11966,17979,,3,1,60,,,,44834.8077,,,,,,"SRID=4326;LINESTRING(-60.6212956965919 46.1806842290736,-60.4395341916758 46.5301935857132)"
41217,1769,1759,,3,1,60,,Progress Energy,,11613.96798,,,,,,"SRID=4326;LINESTRING(-81.1946928886197 28.5909021513759,-81.284722324239 28.6193694089151)"
1975,9062,30473,345000,3,1,60,,,,2414.072363,,,,,,"SRID=4326;LINESTRING(-87.4376520311801 46.2755509405542,-87.4644849935546 46.2845177544207)"
9127,20643,20644,,3,1,60,,,,10869.70885,,,,,,"SRID=4326;LINESTRING(-69.3042323048981 47.8981388032349,-69.4059259968053 47.8376214590324)"
4088,31184,31324,,3,1,60,,,,3874.563134,,,,,,"SRID=4326;LINESTRING(-123.155316846727 49.970823720011,-123.168119906891 49.9375000039824)"
17437,24421,24424,,3,1,60,,,,131.9518342,,,,,,"SRID=4326;LINESTRING(-83.6754687218066 42.2693692059699,-83.6754449164516 42.2681681996752)"
41746,30820,2317,,3,1,60,,,,949.3429693,,,,,,"SRID=4326;LINESTRING(-121.431367410791 38.7143054597796,-121.42005069086 38.7140547966383)"
7774,3840,29272,500000,3,2,60,,,,120906.5375,,,,,,"SRID=4326;LINESTRING(-111.037330871464 33.3391737161161,-111.298700541335 32.553989936725)"
8022,7361,29364,230000,3,1,60,,,,4901.660378,,,,,,"SRID=4326;LINESTRING(-82.4675819573955 27.3926723249731,-82.4829879415355 27.3579491906937)"
18141,17832,24728,,3,1,60,,,,18925.49401,,,,,,"SRID=4326;LINESTRING(-82.1481830794771 42.8154442728853,-82.3799073697714 42.8134737647515)"
41397,20088,1943,230000,3,1,60,Ruritan - Thrasher,Dominion,279B,3591.028859,,,,,,"SRID=4326;LINESTRING(-76.2526763238923 36.7911329196808,-76.2402416743296 36.7591977157482)"
