l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
26657,20616,19958,,3,1,60,,,,14030.40466,,,,,,"SRID=4326;LINESTRING(-63.5988234364776 44.8557133142146,-63.5564807167399 44.7406735618391)"
42414,2966,2968,230000,3,2,60,Deans - Pierson Ave 230kV transmission line,,S-2219,5066.925325,,,,,,"SRID=4326;LINESTRING(-74.3912861742814 40.4969803571849,-74.3487596885686 40.5304092635452)"
42037,28761,2619,230000,3,1,60,,,,59995.534,,,,,,"SRID=4326;LINESTRING(-115.500887377529 33.2424778525601,-115.537308626608 32.8021894933744)"
2114,25391,30531,,3,1,60,,,,305.5576911,,,,,,"SRID=4326;LINESTRING(-93.2977894166541 36.5830444835134,-93.2966940702962 36.5811866344722)"
37340,14697,14707,138000,6,1,60,,CenterPoint Energy,,3534.888658,,,,,,"SRID=4326;LINESTRING(-95.1290190402046 29.692381754385,-95.08905547662 29.6919999358423)"
38094,1054,15530,230000,6;3;3;6,1,60,,,,14797.80845,,,,,,"SRID=4326;LINESTRING(-115.715699156288 32.7177012329717,-115.662656342482 32.6002516836162)"
33367,6788,9987,230000,3,1,60,,,,15525.69005,,,,,,"SRID=4326;LINESTRING(-81.5581035283608 33.2386389342775,-81.3992868877887 33.2186152310836)"
41770,2259,2340,230000,3,1,60,,Tampa Electric,,7758.043623,,,,,,"SRID=4326;LINESTRING(-82.4295681221255 28.1146502827077,-82.5105279950869 28.1123276524447)"
41495,2052,2053,230000,3,1,60,Yadkin - Bowers Hill 230kV transmission line,Dominion,267C,4201.921728,,,,,,"SRID=4326;LINESTRING(-76.4203607936918 36.8282874459284,-76.3969901296948 36.7944218349742)"
38058,13653,15486,230000,3,1,60,,,,2651.361673,,,,,,"SRID=4326;LINESTRING(-111.918386869662 33.4506352329243,-111.901031995356 33.4618325019054)"
26393,19530,19827,230000,6,1,60,,,,2807.095013,,,,,,"SRID=4326;LINESTRING(-77.4292786337541 38.9450099647514,-77.4296480209989 38.9197133846982)"
40927,1450,1446,230000,6;3;3;6,1,60,,,,14646.42966,,,,,,"SRID=4326;LINESTRING(-76.8800500614321 38.5961539957892,-76.8057401560519 38.7138674290048)"
25815,29116,19558,230000,6,1,60,,Orlando Utilities Commission,,9695.108944,,,,,,"SRID=4326;LINESTRING(-81.1598797292138 28.4936110893934,-81.2498642919279 28.5026573519243)"
32660,9196,9199,,3,1,60,,,,7266.417152,,,,,,"SRID=4326;LINESTRING(-83.6452166552268 32.4240692154513,-83.7020206669394 32.4553814200719)"
4931,24392,28183,,3,1,60,,,,5950.419948,,,,,,"SRID=4326;LINESTRING(-81.1934563802922 42.8319349565871,-81.2554461536089 42.8300865886204)"
13791,22744,22745,230000,3,1,60,,,,102.4369039,,,,,,"SRID=4326;LINESTRING(-82.003469517771 28.9692033101686,-82.0045377943069 28.9692353756273)"
30165,6705,6707,230000,3,1,60,,,,2493.556583,,,,,,"SRID=4326;LINESTRING(-80.1575799389665 34.401621375199,-80.1675806786292 34.4176449002257)"
2099,29024,30525,230000,3,1,60,,,,237.2978163,,,,,,"SRID=4326;LINESTRING(-79.9197912513761 34.9685656725879,-79.9205791864073 34.9719126901832)"
25520,19410,19424,138000,3,1,60,,,,554.2883981,,,,,,"SRID=4326;LINESTRING(-87.8841777866913 42.8271671785347,-87.8835559728516 42.8221854886613)"
31916,8413,8421,345000,6;3;3,1,60,Tonkawa - Scurry County South 345kV,Oncor Electric Delivery,,24047.63789,,,,,,"SRID=4326;LINESTRING(-100.684202402311 32.5307321209323,-100.862022208574 32.5985278424793)"
18984,25086,25087,,3,1,60,,,,8067.081256,,,,,,"SRID=4326;LINESTRING(-96.8663960206649 43.4176305141865,-96.8662805871509 43.4902511663654)"
19086,19444,25136,230000,3,1,60,,,,22.90368345,,,,,,"SRID=4326;LINESTRING(-105.165462908382 39.6322940692041,-105.165492103629 39.6325129673405)"
12772,28615,22331,345000,3,1,60,,,,463.2472948,,,,,,"SRID=4326;LINESTRING(-76.1193053353156 42.9730610338637,-76.1119294529863 42.9696655925387)"
42469,3026,3033,500000,3,2,60,500kV transmission line;500 kV transmission Line,,,103150.3479,,,,,,"SRID=4326;LINESTRING(-79.2713199334166 39.2028688043979,-78.9707361042608 38.3142265740803)"
20084,2912,19085,230000,3,1,60,PPL Power Line,,,558.6919772,,,,,,"SRID=4326;LINESTRING(-75.255823719791 40.710343038808,-75.2588162261538 40.7163103591237)"
25561,708,19446,230000;115000,6,1,60,,,,9486.798605,,,,,,"SRID=4326;LINESTRING(-105.071422745793 39.4971618227533,-105.123929930042 39.5546469558157)"
15976,17832,23737,,3,1,60,,,,40544.50559,,,,,,"SRID=4326;LINESTRING(-82.1481830794771 42.8154442728853,-81.6521121793456 42.819227488311)"
12790,22337,17904,,3,1,60,,,,7514.078462,,,,,,"SRID=4326;LINESTRING(-67.5208778484116 46.4652846142558,-67.6133031723749 46.4474011682398)"
27159,29431,20202,230000,6,1,60,,,,784.8181871,,,,,,"SRID=4326;LINESTRING(-111.938186938282 33.7031437872211,-111.931611716938 33.698253416025)"
17485,24441,24442,230000,3,1,60,,,,399.0395776,,,,,,"SRID=4326;LINESTRING(-99.2466902360963 19.3308737854513,-99.2463940615472 19.3344654962856)"
35730,13035,13041,,3,1,60,,,,11260.0016,,,,,,"SRID=4326;LINESTRING(-93.2584822566564 36.6724339911842,-93.3695031441153 36.7058547086121)"
29359,29867,5740,230000,3,1,60,,Florida Power & Light,,32102.60399,,,,,,"SRID=4326;LINESTRING(-81.2046394397235 28.947943100293,-81.0868582910491 29.2095527239165)"
33125,9701,9710,230000,3,1,60,,,,39437.29609,,,,,,"SRID=4326;LINESTRING(-102.454080059624 33.5204987549157,-102.055672427584 33.491511609529)"
41838,19200,2403,230000,3,1,60,,,,33012.93008,,,,,,"SRID=4326;LINESTRING(-118.492469881088 34.4677712661334,-118.297911608099 34.686044363484)"
3375,132,31053,230000,6,1,60,,,,17698.58434,,,,,,"SRID=4326;LINESTRING(-121.651418751951 36.6819806344651,-121.767421200034 36.8037430238627)"
32213,23255,8715,230000,6;3;3,1,60,,,,2388.257937,,,,,,"SRID=4326;LINESTRING(-83.5887133842536 30.146423123529,-83.6037793369141 30.1615740032486)"
20522,25861,25862,,3,1,60,,,,118.9869416,,,,,,"SRID=4326;LINESTRING(-95.4845500482856 32.6877650226348,-95.4833615771647 32.6881820564207)"
11328,18435,18436,,3,1,60,,,,31232.12882,,,,,,"SRID=4326;LINESTRING(-98.2107119076097 35.095629963113,-98.2112128980436 35.095883021771)"
31388,7939,7935,66000,3,1,60,,Southern California Edison,,970.6230341,,,,,,"SRID=4326;LINESTRING(-118.087987770321 34.1511447513735,-118.085755969186 34.162228280621)"
29656,5147,6078,,3,1,60,,,,3410.004621,,,,,,"SRID=4326;LINESTRING(-97.4549362328856 35.2467171426695,-97.4154851617648 35.2480549048409)"
39704,17033,595,345000,3;6,1,60,Limestone - Watermill 345kV,Oncor Electric Delivery,,75707.18037,,,,,,"SRID=4326;LINESTRING(-96.5179655125901 31.9639619483612,-96.7261783125807 32.5585404135383)"
13595,22643,22642,,3,1,60,,,,2437.457435,,,,,,"SRID=4326;LINESTRING(-65.674321611627 47.5513724943927,-65.7050120143198 47.5445473674014)"
14293,7924,22980,230000,3;6,1,60,,,,3661.127596,,,,,,"SRID=4326;LINESTRING(-120.489760810771 46.5591793643251,-120.467184357713 46.5813149618867)"
26262,1319,19754,,3,1,60,,,,5491.327682,,,,,,"SRID=4326;LINESTRING(-114.778078284122 32.4791170314753,-114.81887061212 32.4960079739368)"
27651,16304,3759,,6;3;3,1,60,,,,10907.59874,,,,,,"SRID=4326;LINESTRING(-96.2040629085173 41.544525377568,-96.104330333019 41.524890410919)"
31961,8458,8461,230000,3,1,60,,,,907.2809861,,,,,,"SRID=4326;LINESTRING(-85.0825026074003 32.608270023519,-85.093406669095 32.6086399384366)"
6401,15988,28734,,3,1,60,,,,18434.84377,,,,,,"SRID=4326;LINESTRING(-103.316879623253 34.214888298975,-103.172954728853 34.3013189990968)"
31567,8126,8123,,3,1,60,,,,91048.46023,,,,,,"SRID=4326;LINESTRING(-91.5513755483358 39.8365168749308,-91.4391343453077 40.6139397611017)"
26379,1174,19822,230000,6,1,60,,,,11269.60538,,,,,,"SRID=4326;LINESTRING(-76.4011884666868 39.415832028999,-76.2834376934925 39.4494807784875)"
15057,23351,23352,345000,3,1,60,,,,524.3721141,,,,,,"SRID=4326;LINESTRING(-85.4394386124402 43.2094408580201,-85.4329693949216 43.2094804044437)"
42749,3341,3342,230000,3,1,60,,,,9953.682831,,,,,,"SRID=4326;LINESTRING(-98.0479306496872 19.4862882537583,-98.0740695440018 19.3992767057208)"
9199,20686,20687,,3,1,60,,,,1118.837405,,,,,,"SRID=4326;LINESTRING(-69.5233436197828 47.7393829892737,-69.5373152970597 47.7429447019956)"
40716,562,1238,500000,3,1,60,,,,63360.0969,,,,,,"SRID=4326;LINESTRING(-118.545032466006 46.5501825469556,-119.335856109159 46.4803115845725)"
17881,24903,24613,138000,3,1,60,,,,23311.42155,,,,,,"SRID=4326;LINESTRING(-83.6739876693977 43.4722153142728,-83.8228940278608 43.6382687834271)"
26706,17864,19973,,3,1,60,,,,20135.52,,,,,,"SRID=4326;LINESTRING(-67.4576830749728 45.8915499918552,-67.2366146904102 45.9679870760085)"
8607,20438,20439,345000,3,1,60,,,,209.5780096,,,,,,"SRID=4326;LINESTRING(-95.925269365724 30.5929251052961,-95.9244547734244 30.5911542912508)"
27283,2779,3358,345000,3,1,60,,,,119601.387,,,,,,"SRID=4326;LINESTRING(-96.8783893937818 29.7955453070662,-96.236045219147 29.0295424777938)"
5574,4147,28482,,3,1,60,,,,9080.780131,,,,,,"SRID=4326;LINESTRING(-98.9521427692337 19.3033714986233,-98.8902449666952 19.2422019259401)"
7204,16062,29050,,3,1,60,,,,1914.658144,,,,,,"SRID=4326;LINESTRING(-88.6595046791775 41.2624066195601,-88.6675083613522 41.244726431089)"
11871,11796,21933,230000,3,1,60,230kV transmission line,,,16441.99166,,,,,,"SRID=4326;LINESTRING(-90.2733944746604 30.0420635971458,-90.4070288884947 30.0769098237372)"
31243,7810,7811,230000,3,1,60,Homer City - Johnstown 230kV,Pennsylvania Electric Company,,30750.75524,,,,,,"SRID=4326;LINESTRING(-78.9160814757817 40.4037505986124,-79.1932501000357 40.5171575908196)"
10019,16044,18348,,3,1,60,,,,98093.92053,,,,,,"SRID=4326;LINESTRING(-97.0504892515327 39.7250334822923,-95.9866976021565 39.7480201894137)"
21417,14496,26258,,6,1,60,,,,746.0468938,,,,,,"SRID=4326;LINESTRING(-82.6279786619427 34.5064939570377,-82.6197859373943 34.5020237989893)"
9655,3543,20908,230000,3,1,60,,,,264.6027841,,,,,,"SRID=4326;LINESTRING(-80.2635146142191 26.0342627157687,-80.2608447660979 26.0364188209138)"
13649,7257,22671,115000,3,1,60,,,,35716.53163,,,,,,"SRID=4326;LINESTRING(-96.2113788656234 38.3890118505771,-96.4665449282569 38.6325080659661)"
19065,25131,25125,,3,1,60,,,,1995.365719,,,,,,"SRID=4326;LINESTRING(-81.5299594466741 46.3710642879832,-81.5096939928535 46.3814716946515)"
15692,20465,23621,230000,3,1,60,,,,1308.482389,,,,,,"SRID=4326;LINESTRING(-121.936616609283 40.803436960576,-121.937762859585 40.7920754106222)"
40860,1139,1382,230000,3;6;3;3,1,60,,,,5587.206271,,,,,,"SRID=4326;LINESTRING(-76.8726306412414 39.1410371989338,-76.9031120205898 39.09404989537)"
31631,8187,8189,230000,3,1,60,,,,20817.57466,,,,,,"SRID=4326;LINESTRING(-106.229860514647 42.3488906990121,-106.229890999036 42.1799311068332)"
41214,3529,1767,500000,3,1,60,,Florida Power & Light,,48832.93256,,,,,,"SRID=4326;LINESTRING(-81.8393404657579 30.1044803138658,-81.7648563942973 29.7230560577878)"
31506,28808,8046,230000,3,1,60,,Georgia Power,,88166.57112,,,,,,"SRID=4326;LINESTRING(-82.3806569092844 33.2338019204398,-83.2979980769125 33.1957496104434)"
13939,7601,22817,230000,3,1,60,,,,1355.413034,,,,,,"SRID=4326;LINESTRING(-78.5781263113155 35.9246414234632,-78.5685890015631 35.9348702820459)"
21087,14325,26105,,3,1,60,,,,2780.205178,,,,,,"SRID=4326;LINESTRING(-111.805871098494 33.2222384548526,-111.806477026681 33.2483068162179)"
30770,7305,7313,230000,3,1,60,,,,1327.890768,,,,,,"SRID=4326;LINESTRING(-91.3552079503917 30.6740029341963,-91.3712576994927 30.6730048760684)"
33741,10381,10380,230000,6;3,1,60,,,,21635.08083,,,,,,"SRID=4326;LINESTRING(-92.8720299962577 31.714243589343,-92.7845266677611 31.8640367883956)"
6754,15406,28856,138000,3,1,60,,,,61.67509516,,,,,,"SRID=4326;LINESTRING(-96.5254671061749 33.0228357832151,-96.5233011298068 33.0198240249994)"
26205,8043,18158,230000,3,1,60,,,,1902.572876,,,,,,"SRID=4326;LINESTRING(-82.6873620015878 33.3805074372316,-82.7051889511186 33.3703190225698)"
30678,2431,7235,230000,3,1,60,230kV transmission line,,,7371.009354,,,,,,"SRID=4326;LINESTRING(-86.9655061542374 33.3503354257301,-86.9214887765073 33.4056983995488)"
19168,4576,25172,,3,1,60,,,,34.11010158,,,,,,"SRID=4326;LINESTRING(-112.238329137232 33.601351874697,-112.237859704214 33.6026239189524)"
28900,5229,5232,115000,3,1,60,115kV transmission line,,,4256.738437,,,,,,"SRID=4326;LINESTRING(-90.3077373077188 32.3311764771572,-90.2790596991058 32.3585314729323)"
24560,19830,27729,220000,3,1,60,,Southern California Edison,,136.8083693,,,,,,"SRID=4326;LINESTRING(-118.222153786525 33.813100995086,-118.22181377419 33.8143166021415)"
27489,3424,3595,230000,3,1,60,,,,116587.9835,,,,,,"SRID=4326;LINESTRING(-108.790057401076 41.7342223070526,-107.930660417556 42.2048930892629)"
11330,18437,18438,,3,1,60,,,,5975.45332,,,,,,"SRID=4326;LINESTRING(-98.2370999190807 35.1029199869303,-98.3025358993218 35.1033230215846)"
14621,23131,23132,230000,3,1,60,,,,444.6806974,,,,,,"SRID=4326;LINESTRING(-84.0190451227356 34.1245922083529,-84.0234076112498 34.1263323151133)"
31711,3754,8249,500000,3,1,60,5L13,BC Hydro,,161817.6373,,,,,,"SRID=4326;LINESTRING(-122.609762161566 53.8499766075556,-122.285940863627 52.4445358277548)"
1097,19523,30104,500000,3,3,60,500kV transmission line;Washington Loop,Dominion Virginia Power; Dominion,,1105.698001,,,,,,"SRID=4326;LINESTRING(-77.2738115194448 38.7061812535119,-77.2811746405881 38.6976195301124)"
42698,648,3289,500000,3,1,60,,,Bell - Taft,154838.4246,,,,,,"SRID=4326;LINESTRING(-117.373499909623 47.749294804495,-115.589450231689 47.4560515952426)"
21000,26071,26070,,3,1,60,,,,4573.017773,,,,,,"SRID=4326;LINESTRING(-88.4483351463097 44.781039993913,-88.4478850903524 44.8163832005465)"
23405,12102,27217,,6,1,60,,,,12869.64328,,,,,,"SRID=4326;LINESTRING(-71.4631433607508 46.7518919638018,-71.5952081096079 46.7798047853831)"
3160,18844,30969,,3,1,60,,,,7364.833372,,,,,,"SRID=4326;LINESTRING(-92.0956029078375 37.8865269847572,-92.0483420592767 37.9410897970842)"
24641,916,27766,220000,6,1,60,,Southern California Edison Company,,646.0116202,,,,,,"SRID=4326;LINESTRING(-118.378433021405 34.0007209523922,-118.370033640113 33.9992727898756)"
39574,769,17067,500000,3,1,60,,Hydro One,,117.3941463,,,,,,"SRID=4326;LINESTRING(-79.6152394761002 43.7715664481602,-79.6164116050196 43.7738656567232)"
33545,12197,10153,,3,1,60,,,,24338.49819,,,,,,"SRID=4326;LINESTRING(-85.3900460442339 32.8789943642608,-85.4488344995907 32.6635621898051)"
6820,8850,28881,345000,3,2,60,Spruce - Pawnee 345kV,,,73517.41011,,,,,,"SRID=4326;LINESTRING(-98.0237208940355 28.73986134204,-98.321823509077 29.3114369973508)"
9294,3353,20748,,3,1,60,,,,3786.077356,,,,,,"SRID=4326;LINESTRING(-70.7954861500395 46.2245680182244,-70.7667494152426 46.2109373891056)"
40379,908,909,138000;230000,3,1,60,,FPL,,3035.888243,,,,,,"SRID=4326;LINESTRING(-80.2225877093456 26.178719927061,-80.2186393009057 26.1509970974141)"
5121,14502,28300,230000,6,1,60,Central - Anderson 230kV transmission line,Duke Energy Carolinas,,3517.106779,,,,,,"SRID=4326;LINESTRING(-82.6948508390251 34.4497381986795,-82.6657124123645 34.4380519062404)"
17629,29682,24498,,3,1,60,,,,3720.786875,,,,,,"SRID=4326;LINESTRING(-93.2940492498857 44.5966846424455,-93.3384918126829 44.5945452170174)"
27341,639,3453,,3,1,60,,,,14536.44615,,,,,,"SRID=4326;LINESTRING(-75.2492116347891 39.8118567853272,-75.4052212096998 39.7931490204929)"
14648,8405,23144,230000,6,1,60,,,,172.2538329,,,,,,"SRID=4326;LINESTRING(-103.227911849368 44.0249220812899,-103.231712417197 44.0245730679673)"
29065,5361,5415,230000,6,1,60,,FPL,,29295.61529,,,,,,"SRID=4326;LINESTRING(-80.3965819705396 25.6401387677019,-80.3336202517049 25.4356448061054)"
37595,8792,14968,138000,3,1,60,,,,14938.40585,,,,,,"SRID=4326;LINESTRING(-95.4300701168797 29.4907031811782,-95.5863781776061 29.4812452970229)"
30211,6722,6753,500000,3,1,60,,,,16289.72118,,,,,,"SRID=4326;LINESTRING(-84.8553928664127 33.741048575369,-84.7169340498802 33.6978817843466)"
8081,19820,29383,,3,1,60,,,,11999.97651,,,,,,"SRID=4326;LINESTRING(-105.134736842573 39.9399878096963,-105.204303777189 40.0179403369539)"
19609,30182,25391,,3,1,60,,,,2635.672395,,,,,,"SRID=4326;LINESTRING(-93.3051438400585 36.5985988457633,-93.2977894166541 36.5830444835134)"
25343,30229,19341,345000,3,1,60,,AEP,34552,96536.27276,,,,,,"SRID=4326;LINESTRING(-83.0582276761017 39.0288717492525,-83.0384941049205 39.8408010566687)"
29902,6159,6392,345000,3,1,60,Sooner - Woodring 345kv,,,69176.62981,,,,,,"SRID=4326;LINESTRING(-97.056564094948 36.4474478688406,-97.7897475204721 36.3307149978082)"
37390,29520,14751,,6,1,60,,,,8587.78635,,,,,,"SRID=4326;LINESTRING(-85.5132472506946 38.2259063598433,-85.5956367189184 38.2596822974729)"
21325,14306,26222,,3,1,60,,,,4475.009847,,,,,,"SRID=4326;LINESTRING(-85.8801060315843 39.8326524735509,-85.8904279193643 39.7993075139817)"
26705,17699,19973,,3,1,60,,,,36074.70375,,,,,,"SRID=4326;LINESTRING(-67.1329223368273 45.6558584706013,-67.2366146904102 45.9679870760085)"
32514,9061,9042,,3,1,60,,,,30161.88699,,,,,,"SRID=4326;LINESTRING(-111.749457718166 42.2668992788294,-111.793777029445 42.5360845433078)"
7040,23690,28907,230000;115000;230000,3,1,60,,,,7747.09106,,,,,,"SRID=4326;LINESTRING(-102.767172293706 33.1263571739702,-102.802060547514 33.1679675719683)"
5370,8627,28419,230000,3,1,60,,,,149338.5607,,,,,,"SRID=4326;LINESTRING(-103.213815686025 42.9972808049708,-103.942468153698 41.8198196306691)"
8255,2286,20267,345000,3;6,1,60,Marysville - Hyatt 345kV transmission line,AEP,,1262.521395,,,,,,"SRID=4326;LINESTRING(-83.0893831508243 40.2153259482761,-83.1010472117518 40.2242755810828)"
37132,3395,14507,400000,3,1,60,,,,159044.8936,,,,,,"SRID=4326;LINESTRING(-100.70015577677 28.4654972536351,-100.454719829403 27.0962578020361)"
9180,20676,20678,,3,1,60,,,,5151.08163,,,,,,"SRID=4326;LINESTRING(-69.0636945535198 47.6818558152443,-69.1230678039083 47.6588403788696)"
15460,17456,18798,,3,1,60,,,,13039.01472,,,,,,"SRID=4326;LINESTRING(-90.486258694512 36.9023037755342,-90.4680049130132 36.7910899719366)"
19090,17931,25137,,3,1,60,,,,12006.06536,,,,,,"SRID=4326;LINESTRING(-81.3585439123052 46.423165702465,-81.4838216143555 46.3908393600251)"
29669,1407,6092,,3,1,60,,,,11368.89454,,,,,,"SRID=4326;LINESTRING(-77.6572369420582 42.3072681552054,-77.7747383467246 42.2664366872063)"
37370,421,422,345000,6,1,60,,,,5261.688803,,,,,,"SRID=4326;LINESTRING(-112.057260910556 41.1901391932122,-112.057636544967 41.1411209891634)"
31769,6723,8302,230000,3,1,60,,,,3815.231799,,,,,,"SRID=4326;LINESTRING(-84.5094709735399 33.5533676538873,-84.4660336597587 33.5619348008423)"
42325,15942,2885,230000,6,1,60,,,,8580.562806,,,,,,"SRID=4326;LINESTRING(-104.714923539505 39.630744435622,-104.771340379511 39.668338875799)"
8031,487,29367,115000,6,1,60,,,Pittsburg - Clayton,19782.56601,,,,,,"SRID=4326;LINESTRING(-121.895826551851 38.0367826088373,-122.061637586738 38.0188579215673)"
23252,19535,27146,,3,1,60,,,,199.2325504,,,,,,"SRID=4326;LINESTRING(-100.741067535297 46.830456605311,-100.741405930664 46.832246018524)"
32084,23205,8587,345000,3;6,1,60,,,,622.472571,,,,,,"SRID=4326;LINESTRING(-94.4269223214517 32.3941816991779,-94.4344809116055 32.3954316413021)"
40613,1152,1157,230000,6,1,60,,,,16174.82323,,,,,,"SRID=4326;LINESTRING(-77.0365375544636 39.1856706956422,-76.9057152055506 39.0901042734476)"
4474,20834,29551,230000,3,1,60,,,,15878.77303,,,,,,"SRID=4326;LINESTRING(-114.75126061906 36.0149664649135,-114.919287256931 36.0241343028414)"
39343,16247,16795,230000,6;3;3;3;3;3;6;6,1,60,,,,207363.2396,,,,,,"SRID=4326;LINESTRING(-101.608437457024 17.7318375560416,-100.000735424191 16.9812992149199)"
27349,9880,3457,,3,1,60,,,,2086.643078,,,,,,"SRID=4326;LINESTRING(-97.3008517996033 49.9006936620896,-97.3003006974461 49.882337745195)"
7432,20903,29147,230000,6,1,60,,,,745.8305441,,,,,,"SRID=4326;LINESTRING(-117.341548967895 47.6876251718344,-117.344162649861 47.6788505000937)"
38719,3546,16138,230000,3,1,60,,FPL,,4185.28713,,,,,,"SRID=4326;LINESTRING(-80.4355239020234 25.8133545349216,-80.4181412632518 25.7873097238356)"
13931,7601,22814,230000,3,1,60,,,,3887.650063,,,,,,"SRID=4326;LINESTRING(-78.5781263113155 35.9246414234632,-78.603020168762 35.895288061716)"
16457,23968,23967,230000,3,1,60,,,,206.1375097,,,,,,"SRID=4326;LINESTRING(-89.6842569873061 33.0114415026719,-89.6843505917587 33.0118766035624)"
20100,25662,25660,,3,1,60,,,,185.0999061,,,,,,"SRID=4326;LINESTRING(-75.3124281314677 40.7314717603401,-75.3125695262934 40.7325760180692)"
33596,10202,10203,230000,3,1,60,Hammond - Ponchatoula 230kV,Entergy Louisiana,,9528.788873,,,,,,"SRID=4326;LINESTRING(-90.5171368078455 30.5049848511008,-90.4643019901976 30.4376894519324)"
11610,21819,21820,115000;230000;230000;230000;230000;230000;230000;230000;230000,3,1,60,Ayer - Pratts Junction 115kV transmission line;Sandy Pond - Ayer 115kV transmission line;Comerford ‑ Tewksbury 230kV transmission line;Comerford ‑ Tewksbury 230kV transmission line;North Litchfield ‑ Tewksbury 230kV transmission line;Comerford ‑ Tewksbury 230kV transmission line;Comerford ‑ Tewksbury 230kV transmission line;Comerford ‑ Tewksbury 230kV transmission line;Comerford ‑ Tewksbury 230kV transmission line,New England Power Company,K137W,19.11380159,,,,,,"SRID=4326;LINESTRING(-71.6690137831827 42.5310746041928,-71.6689981524967 42.5312594944449)"
14532,8355,23091,,3,1,60,,,,75.61606011,,,,,,"SRID=4326;LINESTRING(-84.7385958449784 42.2507019643617,-84.7394558920314 42.2513098180318)"
31987,8462,8485,,3,1,60,,,,7135.81686,,,,,,"SRID=4326;LINESTRING(-74.1184662070481 40.254164430445,-74.0458888513873 40.2209895771039)"
26392,19529,19827,230000,6,1,60,,,,2543.955229,,,,,,"SRID=4326;LINESTRING(-77.4299441955481 38.9004903785493,-77.4296480209989 38.9197133846982)"
29248,7424,5617,345000,3,1,60,,,,101347.1724,,,,,,"SRID=4326;LINESTRING(-99.28124904837 41.0525125124903,-98.2623578259328 40.9120662123105)"
30305,6037,6860,230000,3,1,60,,,,1121.512051,,,,,,"SRID=4326;LINESTRING(-81.5629772029441 30.7825631307906,-81.5565341701852 30.7914331482398)"
32197,3225,8699,,3,1,60,,,,11200.36957,,,,,,"SRID=4326;LINESTRING(-90.4546947991458 38.5633739171004,-90.5089691408193 38.4952473236756)"
40906,1425,1424,230000,6;3;3,1,60,,,,517.3129497,,,,,,"SRID=4326;LINESTRING(-77.4181364594092 39.4407216762734,-77.4253532635626 39.4439138355679)"
6261,8733,28688,,3,1,60,,,,17579.7978,,,,,,"SRID=4326;LINESTRING(-114.776167229487 42.7400763472171,-114.901194370868 42.841046422846)"
7815,6233,29294,230000,3;6;6,1,60,,,,22546.73072,,,,,,"SRID=4326;LINESTRING(-121.24033042066 37.9199796804003,-121.013770468058 38.015628066356)"
22966,9144,17956,345000,3,1,60,,,,21.30465382,,,,,,"SRID=4326;LINESTRING(-88.274723176456 38.9387743508408,-88.2762998642263 38.9372999940414)"
36100,13456,13457,230000,3,1,60,,,,13648.11785,,,,,,"SRID=4326;LINESTRING(-91.5335093409272 48.8220657942907,-91.5991487254266 48.7486566311637)"
39439,1347,16900,66000,6,1,60,,Southern California Edison,,3048.783253,,,,,,"SRID=4326;LINESTRING(-117.834606910276 33.8152773900613,-117.869699388998 33.8126596984111)"
5689,21561,28510,230000,3,1,60,Dean Forest - Kraft 230kV transmission line,,,2266.931195,,,,,,"SRID=4326;LINESTRING(-81.1572717914902 32.1261615651279,-81.1508760302786 32.1395521053291)"
12958,4240,22404,400000,6,1,60,,,,744.2462771,,,,,,"SRID=4326;LINESTRING(-96.3535074747881 18.218026726808,-96.3448093732033 18.2168553286588)"
35539,12735,12787,,3,1,60,,,,38646.54652,,,,,,"SRID=4326;LINESTRING(-86.3837361266617 39.6609499033473,-86.8141187312575 39.5554518156759)"
9733,3627,20947,230000,3,1,60,,,,1138.507559,,,,,,"SRID=4326;LINESTRING(-105.0209679517 40.8609703174746,-105.021596008831 40.8702171580625)"
38240,7045,15666,,3,1,60,Power Line,,,17557.56524,,,,,,"SRID=4326;LINESTRING(-81.1104493904464 36.1772521771535,-80.9240299268771 36.2297872613176)"
15099,8962,23369,115000,3,1,60,,,,1624.740349,,,,,,"SRID=4326;LINESTRING(-76.0839513336309 42.9918108311574,-76.0800680064892 43.0025264085884)"
26832,18199,18200,,3,1,60,,,,7349.440668,,,,,,"SRID=4326;LINESTRING(-120.445708963036 35.0079840683371,-120.480795361403 35.0667096612794)"
14065,22872,22873,230000,3,1,60,,,,30.70899454,,,,,,"SRID=4326;LINESTRING(-120.631834589845 41.5388128020001,-120.63222041626 41.538820669021)"
15005,9750,23326,230000,6,1,60,,,,8857.001727,,,,,,"SRID=4326;LINESTRING(-101.863913729482 35.0996965067808,-101.780063484486 35.1117782056322)"
5708,19322,28515,230000,3,1,60,,Hydro One,V72R,6142.300869,,,,,,"SRID=4326;LINESTRING(-79.6642369346506 43.7297541650356,-79.6134698142819 43.7646751945549)"
7159,18400,29028,,3,1,60,,,,52439.21133,,,,,,"SRID=4326;LINESTRING(-88.9086159078805 31.2622729826812,-88.6955992992198 31.6773552547867)"
3696,14803,31186,138000;230000;138000;138000,6;3,1,60,,Entergy,,29157.45402,,,,,,"SRID=4326;LINESTRING(-94.6728302797876 30.0274377636505,-94.3739902753158 30.0099721378496)"
20987,26062,26063,,3,1,60,,,,134.6746527,,,,,,"SRID=4326;LINESTRING(-91.82098720683 46.099781878694,-91.8192275868514 46.0997762726304)"
